Est,Sel_way,Fs_inner,Fs_num,Norm,Miss_vals,In_cv,Out_cv,Rnds,Trials,Class_blnc,In_scor,Out_scor,In_sel,MCC_mean,MCC_std,MCC_sem,MCC_lowerCI,MCC_upperCI,MCC_med,MCC_lomean,MCC_upmean,MCC_lomed,MCC_upmed,REC_mean,REC_std,REC_sem,REC_lowerCI,REC_upperCI,REC_med,REC_lomean,REC_upmean,REC_lomed,REC_upmed,SPEC_mean,SPEC_std,SPEC_sem,SPEC_lowerCI,SPEC_upperCI,SPEC_med,SPEC_lomean,SPEC_upmean,SPEC_lomed,SPEC_upmed,ACC_mean,ACC_std,ACC_sem,ACC_lowerCI,ACC_upperCI,ACC_med,ACC_lomean,ACC_upmean,ACC_lomed,ACC_upmed,BAL_ACC_mean,BAL_ACC_std,BAL_ACC_sem,BAL_ACC_lowerCI,BAL_ACC_upperCI,BAL_ACC_med,BAL_ACC_lomean,BAL_ACC_upmean,BAL_ACC_lomed,BAL_ACC_upmed,PREC_mean,PREC_std,PREC_sem,PREC_lowerCI,PREC_upperCI,PREC_med,PREC_lomean,PREC_upmean,PREC_lomed,PREC_upmed,F1_mean,F1_std,F1_sem,F1_lowerCI,F1_upperCI,F1_med,F1_lomean,F1_upmean,F1_lomed,F1_upmed,AUC_mean,AUC_std,AUC_sem,AUC_lowerCI,AUC_upperCI,AUC_med,AUC_lomean,AUC_upmean,AUC_lomed,AUC_upmed,AVG_PREC_mean,AVG_PREC_std,AVG_PREC_sem,AVG_PREC_lowerCI,AVG_PREC_upperCI,AVG_PREC_med,AVG_PREC_lomean,AVG_PREC_upmean,AVG_PREC_lomed,AVG_PREC_upmed
SVC,full,chi2,532,minmax,median,5,5,10,100,auto,matthews_corrcoef,matthews_corrcoef,gso_2,0.017,0.183,0.026,-0.26,0.378,0.0,-0.03,0.066,0.0,0.0,0.507,0.334,0.048,0.0,1.0,0.5,0.418,0.607,0.375,0.625,0.507,0.318,0.045,0.0,1.0,0.5,0.421,0.598,0.438,0.625,0.498,0.08,0.011,0.386,0.625,0.467,0.476,0.52,0.467,0.5,0.507,0.077,0.011,0.379,0.625,0.5,0.486,0.529,0.5,0.5,0.434,0.219,0.031,0.0,0.667,0.467,0.37,0.495,0.464,0.5,0.438,0.227,0.032,0.0,0.667,0.5,0.375,0.498,0.429,0.563,0.497,0.124,0.018,0.338,0.715,0.474,0.462,0.535,0.453,0.531,0.575,0.108,0.015,0.435,0.77,0.56,0.547,0.605,0.532,0.59
XGBClassifier,full,chi2,532,minmax,median,5,5,10,100,auto,matthews_corrcoef,matthews_corrcoef,gso_2,0.156,0.265,0.038,-0.362,0.516,0.16,0.082,0.226,0.126,0.25,0.515,0.226,0.032,0.181,0.875,0.5,0.453,0.579,0.402,0.625,0.631,0.198,0.028,0.25,0.875,0.625,0.571,0.678,0.625,0.75,0.574,0.124,0.018,0.333,0.75,0.562,0.539,0.608,0.548,0.625,0.573,0.124,0.018,0.325,0.75,0.562,0.54,0.607,0.558,0.625,0.585,0.175,0.025,0.307,0.833,0.6,0.531,0.631,0.558,0.625,0.528,0.176,0.025,0.22,0.757,0.551,0.477,0.576,0.5,0.625,0.586,0.141,0.02,0.35,0.797,0.598,0.548,0.623,0.517,0.679,0.641,0.117,0.017,0.476,0.839,0.652,0.608,0.674,0.596,0.675
CatBoostClassifier,full,chi2,532,minmax,median,5,5,10,100,auto,matthews_corrcoef,matthews_corrcoef,one_sem_grd,0.108,0.203,0.029,-0.193,0.477,0.126,0.052,0.163,0.0,0.178,0.514,0.17,0.024,0.25,0.809,0.5,0.469,0.566,0.464,0.571,0.587,0.183,0.026,0.326,0.875,0.625,0.536,0.64,0.536,0.625,0.55,0.096,0.014,0.4,0.713,0.562,0.523,0.578,0.5,0.582,0.551,0.095,0.014,0.406,0.707,0.562,0.524,0.578,0.5,0.58,0.567,0.14,0.02,0.4,0.8,0.563,0.529,0.606,0.5,0.6,0.523,0.12,0.017,0.308,0.667,0.533,0.488,0.558,0.471,0.572,0.571,0.111,0.016,0.438,0.75,0.558,0.541,0.602,0.5,0.594,0.615,0.099,0.014,0.488,0.796,0.586,0.589,0.646,0.562,0.646
ElasticNet,full,chi2,532,minmax,median,5,5,10,100,auto,matthews_corrcoef,matthews_corrcoef,one_sem_grd,0.053,0.189,0.027,-0.196,0.349,0.036,0.004,0.106,-0.02,0.126,0.582,0.203,0.029,0.266,0.944,0.598,0.525,0.641,0.5,0.625,0.464,0.161,0.023,0.25,0.75,0.464,0.415,0.508,0.375,0.5,0.522,0.088,0.013,0.4,0.648,0.517,0.499,0.544,0.483,0.562,0.523,0.087,0.012,0.402,0.645,0.518,0.5,0.548,0.491,0.562,0.516,0.081,0.012,0.386,0.667,0.5,0.494,0.538,0.5,0.542,0.535,0.122,0.017,0.333,0.7,0.544,0.5,0.569,0.485,0.58,0.549,0.109,0.016,0.374,0.759,0.533,0.521,0.582,0.508,0.578,0.62,0.098,0.014,0.501,0.788,0.607,0.592,0.647,0.57,0.643
GaussianNB,full,chi2,532,minmax,median,5,5,10,100,auto,matthews_corrcoef,matthews_corrcoef,one_sem_grd,-0.023,0.239,0.034,-0.334,0.437,-0.02,-0.086,0.046,-0.13,0.027,0.456,0.169,0.024,0.25,0.734,0.5,0.41,0.506,0.375,0.5,0.521,0.162,0.023,0.266,0.809,0.5,0.475,0.564,0.5,0.536,0.489,0.116,0.017,0.333,0.713,0.483,0.457,0.521,0.438,0.5,0.489,0.116,0.017,0.334,0.712,0.491,0.457,0.519,0.438,0.513,0.486,0.139,0.02,0.292,0.714,0.5,0.452,0.526,0.429,0.5,0.463,0.142,0.02,0.286,0.714,0.472,0.425,0.504,0.4,0.517,0.477,0.129,0.018,0.275,0.696,0.484,0.442,0.51,0.429,0.525,0.531,0.09,0.013,0.408,0.683,0.518,0.506,0.556,0.48,0.562
GaussianProcessClassifier,full,chi2,532,minmax,median,5,5,10,100,auto,matthews_corrcoef,matthews_corrcoef,one_sem_grd,-0.023,0.243,0.035,-0.401,0.361,-0.027,-0.087,0.044,-0.135,0.036,0.683,0.174,0.025,0.375,0.875,0.625,0.634,0.731,0.625,0.75,0.3,0.175,0.025,0.0,0.601,0.286,0.249,0.349,0.25,0.375,0.49,0.105,0.015,0.322,0.648,0.483,0.46,0.519,0.438,0.533,0.491,0.105,0.015,0.317,0.65,0.487,0.463,0.521,0.438,0.518,0.493,0.081,0.012,0.379,0.62,0.5,0.473,0.516,0.462,0.5,0.566,0.102,0.015,0.4,0.715,0.563,0.537,0.593,0.526,0.62,0.528,0.154,0.022,0.3,0.743,0.518,0.483,0.57,0.482,0.594,0.63,0.127,0.018,0.432,0.816,0.636,0.596,0.664,0.575,0.687
GradientBoostingClassifier,full,chi2,532,minmax,median,5,5,10,100,auto,matthews_corrcoef,matthews_corrcoef,one_sem_grd,0.097,0.26,0.037,-0.336,0.543,0.126,0.025,0.17,0.063,0.162,0.52,0.203,0.029,0.25,0.867,0.5,0.464,0.575,0.464,0.598,0.571,0.206,0.029,0.25,0.875,0.598,0.512,0.626,0.5,0.625,0.544,0.123,0.018,0.333,0.75,0.562,0.511,0.578,0.533,0.581,0.545,0.121,0.017,0.343,0.75,0.562,0.511,0.577,0.536,0.571,0.556,0.152,0.022,0.333,0.796,0.556,0.514,0.601,0.523,0.571,0.52,0.149,0.021,0.296,0.74,0.533,0.48,0.56,0.481,0.588,0.599,0.12,0.017,0.401,0.75,0.602,0.566,0.631,0.55,0.657,0.65,0.109,0.016,0.486,0.826,0.652,0.618,0.679,0.61,0.692
KNeighborsClassifier,full,chi2,532,minmax,median,5,5,10,100,auto,matthews_corrcoef,matthews_corrcoef,one_sem_grd,-0.028,0.265,0.038,-0.466,0.401,-0.013,-0.097,0.041,-0.126,0.02,0.699,0.196,0.028,0.326,1.0,0.75,0.648,0.752,0.625,0.75,0.279,0.2,0.029,0.0,0.625,0.25,0.227,0.333,0.125,0.375,0.488,0.119,0.017,0.287,0.667,0.483,0.456,0.52,0.452,0.533,0.489,0.12,0.017,0.278,0.662,0.496,0.454,0.519,0.438,0.5,0.491,0.105,0.015,0.333,0.625,0.5,0.462,0.52,0.458,0.517,0.569,0.125,0.018,0.328,0.73,0.6,0.533,0.602,0.556,0.634,0.499,0.143,0.02,0.291,0.742,0.482,0.46,0.539,0.438,0.562,0.557,0.111,0.016,0.436,0.774,0.524,0.526,0.587,0.479,0.584
LGBMClassifier,full,chi2,532,minmax,median,5,5,10,100,auto,matthews_corrcoef,matthews_corrcoef,one_sem_grd,0.143,0.231,0.033,-0.287,0.516,0.147,0.082,0.211,0.055,0.218,0.544,0.197,0.028,0.25,0.875,0.571,0.495,0.596,0.464,0.625,0.591,0.19,0.027,0.266,0.875,0.625,0.535,0.641,0.5,0.625,0.568,0.11,0.016,0.363,0.75,0.562,0.539,0.597,0.533,0.6,0.568,0.109,0.016,0.368,0.75,0.562,0.537,0.599,0.527,0.607,0.579,0.143,0.02,0.369,0.833,0.571,0.539,0.619,0.545,0.6,0.544,0.143,0.02,0.308,0.727,0.571,0.505,0.583,0.5,0.608,0.595,0.133,0.019,0.382,0.84,0.594,0.558,0.632,0.532,0.625,0.639,0.113,0.016,0.484,0.858,0.629,0.609,0.669,0.584,0.676
LinearDiscriminantAnalysis,full,chi2,532,minmax,median,5,5,10,100,auto,matthews_corrcoef,matthews_corrcoef,one_sem_grd,0.101,0.196,0.028,-0.196,0.378,0.11,0.05,0.155,0.055,0.162,0.551,0.166,0.024,0.25,0.75,0.625,0.502,0.598,0.5,0.625,0.547,0.173,0.025,0.375,0.867,0.5,0.5,0.594,0.464,0.625,0.549,0.092,0.013,0.4,0.688,0.548,0.522,0.575,0.533,0.562,0.549,0.092,0.013,0.414,0.688,0.554,0.522,0.574,0.527,0.562,0.553,0.15,0.021,0.386,0.734,0.556,0.512,0.595,0.5,0.571,0.538,0.135,0.019,0.296,0.706,0.556,0.498,0.572,0.53,0.588,0.547,0.129,0.018,0.351,0.743,0.55,0.512,0.583,0.482,0.607,0.635,0.113,0.016,0.472,0.813,0.625,0.604,0.668,0.591,0.683
LogisticRegression,full,chi2,532,minmax,median,5,5,10,100,auto,matthews_corrcoef,matthews_corrcoef,one_sem_grd,0.057,0.202,0.029,-0.258,0.388,0.063,0.006,0.114,0.0,0.126,0.549,0.192,0.027,0.25,0.819,0.571,0.494,0.6,0.5,0.625,0.504,0.173,0.025,0.25,0.75,0.5,0.458,0.554,0.429,0.598,0.525,0.097,0.014,0.375,0.678,0.533,0.496,0.553,0.483,0.562,0.527,0.097,0.014,0.375,0.679,0.531,0.499,0.554,0.5,0.562,0.513,0.125,0.018,0.333,0.714,0.5,0.48,0.548,0.5,0.556,0.521,0.141,0.02,0.308,0.72,0.533,0.477,0.557,0.481,0.588,0.529,0.114,0.016,0.358,0.73,0.516,0.497,0.56,0.491,0.562,0.609,0.107,0.015,0.461,0.765,0.6,0.581,0.639,0.549,0.657
RandomForestClassifier,full,chi2,532,minmax,median,5,5,10,100,auto,matthews_corrcoef,matthews_corrcoef,one_sem_grd,0.142,0.209,0.03,-0.161,0.509,0.126,0.087,0.199,0.056,0.196,0.52,0.2,0.029,0.25,0.809,0.5,0.463,0.575,0.5,0.625,0.615,0.17,0.024,0.375,0.875,0.625,0.571,0.661,0.571,0.625,0.568,0.1,0.014,0.417,0.742,0.562,0.54,0.595,0.533,0.6,0.567,0.099,0.014,0.423,0.746,0.562,0.541,0.595,0.527,0.598,0.581,0.14,0.02,0.4,0.831,0.571,0.546,0.621,0.528,0.6,0.529,0.148,0.021,0.296,0.75,0.544,0.486,0.568,0.5,0.602,0.579,0.119,0.017,0.383,0.794,0.562,0.547,0.61,0.525,0.617,0.616,0.107,0.015,0.47,0.83,0.608,0.587,0.647,0.567,0.637
SVC,full,chi2,532,minmax,median,5,5,10,100,auto,matthews_corrcoef,matthews_corrcoef,one_sem_grd,-0.022,0.195,0.028,-0.31,0.262,0.0,-0.075,0.031,-0.126,0.0,0.464,0.248,0.035,0.125,0.809,0.5,0.391,0.535,0.375,0.625,0.518,0.234,0.033,0.133,0.875,0.536,0.455,0.576,0.375,0.625,0.49,0.088,0.013,0.352,0.625,0.5,0.463,0.514,0.452,0.5,0.491,0.089,0.013,0.355,0.625,0.5,0.467,0.516,0.451,0.5,0.47,0.159,0.023,0.204,0.667,0.5,0.426,0.514,0.449,0.5,0.441,0.179,0.026,0.154,0.667,0.471,0.393,0.491,0.388,0.533,0.494,0.109,0.016,0.317,0.688,0.475,0.465,0.524,0.455,0.531,0.579,0.092,0.013,0.436,0.742,0.569,0.553,0.602,0.548,0.602
XGBClassifier,full,chi2,532,minmax,median,5,5,10,100,auto,matthews_corrcoef,matthews_corrcoef,one_sem_grd,0.177,0.229,0.033,-0.278,0.516,0.196,0.111,0.24,0.126,0.25,0.535,0.192,0.027,0.25,0.867,0.5,0.482,0.585,0.5,0.571,0.631,0.182,0.026,0.25,0.875,0.625,0.58,0.68,0.625,0.714,0.582,0.11,0.016,0.363,0.75,0.6,0.552,0.614,0.562,0.625,0.583,0.108,0.015,0.363,0.75,0.598,0.553,0.61,0.562,0.625,0.601,0.138,0.02,0.333,0.833,0.586,0.564,0.64,0.571,0.646,0.549,0.138,0.02,0.308,0.75,0.571,0.511,0.59,0.533,0.58,0.605,0.123,0.018,0.411,0.797,0.609,0.571,0.639,0.567,0.656,0.64,0.103,0.015,0.477,0.833,0.62,0.612,0.669,0.591,0.662
