group,113.9932_0.61,113.9932_36.1,118.0627_1.04,126.0678_1.02,130.0266_0.83,130.0619_1.38,133.0526_1.06,134.0722_4.05,135.0684_1.06,146.0684_1.03,146.0691_0.67,148.9459_0.9,152.1199_7.1,155.0697_0.58,155.9811_0.56,159.0683_1.19,159.9856_0.56,161.8492_1.12,161.8495_0.8,165.079_1.02,167.9567_0.77,168.0284_0.69,169.856_1.13,170.0558_1.03,174.016_0.83,175.9635_0.56,1791.6933_0.61,181.9804_0.61,188.0142_1.65,188.0508_0.69,188.0681_1.03,189.9967_1.24,192.0276_0.82,196.1096_7.09,196.8181_0.8,196.8182_1.13,196.8184_37.62,1968.0041_0.79,1995.6564_0.6,204.0895_1.02,212.1044_1.09,214.0274_4,224.1411_11.86,225.9868_0.69,227.973_0.57,231.02_1.26,232.0586_1.03,235.99_0.78,240.0995_7.08,243.183_6.21,248.0539_0.96,249.9678_30.99,249.9846_0.79,254.09_15.38,254.2246_27.12,256.095_1.09,256.2399_30.54,258.1824_11.13,262.0812_7.09,266.1549_20.14,268.1307_11.84,272.2343_25.74,274.8347_37.63,278.0777_1.09,278.2244_25.73,280.2399_28.07,280.24_28.07,280.9149_1.09,280.9152_0.79,282.2556_31,282.9139_0.84,284.2711_34.3,287.9405_0.77,294.1046_0.76,294.1288_0.76,294.1612_0.76,294.186_29.18,294.2061_0.76,294.251_0.76,295.9602_0.57,298.1601_19.77,302.0087_35.97,302.0089_35.47,302.009_36.64,302.2242_25.3,304.2398_27.6,306.255_29.45,310.1814_24.62,312.226_18.11,314.2452_26.54,318.89_0.81,324.2274_30.56,327.8753_37.23,328.2402_27.01,330.2553_29.34,330.2555_28.29,332.2708_30.53,340.207_31.04,343.734_0.69,348.2273_28.15,350.243_31.02,351.9086_0.74,352.2586_34.32,354.2085_27.05,361.9379_0.57,366.276_23.01,367.8844_0.64,368.1653_7.32,370.1808_4.83,370.1809_10.89,370.1811_8.02,370.1811_8.77,372.228_27.65,377.2327_12.52,379.2481_14.96,381.2631_15.84,382.0406_0.82,382.1819_31.05,383.7287_0.69,384.1601_3.13,385.7259_0.69,385.9428_37.13,386.1759_1.23,392.2146_30.55,392.29_11.05,392.291_10.22,392.2912_12.44,392.2917_14.77,392.2917_15.34,393.0659_1.04,396.1967_11.2,396.228_27.06,398.2137_8.36,398.3696_34.43,403.8919_37.12,404.0196_0.8,408.2136_3.56,408.2839_10.55,409.8675_0.73,412.3538_31.21,412.3895_35.97,414.2069_5.08,416.2153_28.16,418.2297_31.05,420.2457_34.32,426.3695_33.35,426.3699_32.65,430.3079_18.01,430.8667_19.84,431.9342_0.57,436.1529_7.33,436.3549_34.61,437.29_20.24,440.8952_37.39,442.3639_25.76,442.4005_33.23,445.1517_27.06,446.0653_1.01,446.3387_30.48,446.339_29.9,447.1688_30.53,449.3126_7.69,449.313_11.08,449.3132_11.74,450.2616_16.24,453.2854_18.99,453.2855_18.26,461.6525_0.69,463.3058_21.07,464.2154_27.09,465.3081_7.76,465.3225_24.49,467.8258_0.72,468.3779_30.21,471.1674_28.07,473.1829_31.02,477.2849_17.53,477.2852_16.9,479.3003_20,481.3164_23.17,481.3165_18.5,481.3165_19.29,481.3173_22.47,482.2871_12.47,485.7965_0.65,486.3873_28.99,490.3644_22.92,492.3789_33.19,493.361_28.84,496.2285_1.11,496.4112_34.34,499.2683_15.75,499.2949_9.71,499.2955_10.54,499.9215_0.57,501.2845_17.11,501.2851_17.13,501.2851_17.59,503.2997_18.99,504.1399_7.32,505.316_17.75,505.3161_17.08,507.3318_20.19,507.332_20.19,509.3476_23.48,512.2965_7.53,512.4059_31.57,513.2752_11.96,513.3057_14.51,513.3058_15.25,513.3068_14.51,518.1549_31.05,518.396_25.91,519.1683_27.03,520.4102_27.4,521.2718_19,521.9165_36.27,521.9168_37.13,521.9173_0.61,525.2846_17.55,525.2854_17.17,525.3424_20.45,525.7846_0.72,527.3005_18.56,527.3197_16.56,527.3201_17.22,527.3577_20.29,529.2979_16.51,529.9428_0.75,531.3088_18.47,531.3089_19.25,534.4599_30.55,537.891_0.61,538.4229_30.44,539.3214_16.51,539.3216_15.81,539.3217_17.39,540.2556_1.08,540.4361_32.45,540.4367_30.79,540.4372_31.55,541.3377_18.47,541.3385_19.23,542.2714_1.07,543.7558_0.65,545.2728_17.52,545.3467_18.65,545.347_19.24,545.9092_0.63,547.2883_20.01,549.3035_23.17,551.3577_21.27,553.323_17.72,553.3366_18.38,553.3474_20.72,553.3737_21.26,553.3744_24.6,553.3873_21.29,554.2056_31.03,555.3079_17.06,555.3083_17.69,555.3531_21.29,555.3532_20.72,557.2231_37.41,557.3031_17.71,557.3246_20.19,557.3268_19.57,557.3309_9.58,557.3312_9.58,557.3314_16.49,558.3275_19.4,559.3218_20.2,559.3386_22.62,559.3393_23.51,560.4055_30.43,560.4745_30.87,563.3216_15.94,565.3372_17.04,565.3377_17.69,567.3529_20.59,567.353_20.17,567.3532_19.61,568.3227_10.53,568.3557_20.61,569.3689_23.51,569.369_22.71,574.4592_31.09,577.2034_37.71,577.292_15.89,579.3077_17.28,579.3088_17.88,580.3513_19.25,581.2939_15.3,582.2484_9.98,582.4621_28.15,583.3846_25.67,583.743_0.72,584.2617_15.71,584.2623_14.36,584.2635_32.87,584.2639_6.48,585.3629_18.52,585.3632_18.48,585.3633_19.52,586.4924_31,587.3213_15.87,587.3238_15.34,589.3372_17.23,589.3374_17.88,589.9048_0.6,591.3522_20.25,591.3523_18.65,591.3525_20.15,591.3531_18.65,591.3531_19.24,592.2521_31.16,593.273_17.55,593.3573_20.55,593.3682_21.35,595.3153_17.25,595.384_24.13,596.2953_20.87,596.2957_20.87,596.2962_19.73,596.4988_36.28,597.4002_27.78,597.5028_35.57,598.3112_25.16,599.3_19.25,600.2562_1.03,600.3254_37.03,602.4483_30.54,604.3429_17.77,605.8778_0.61,606.3621_20.21,606.4123_35.42,607.3103_16.5,608.3789_23.52,609.3248_19.27,609.3249_18.47,609.362_17.05,609.3628_17.73,609.8151_38.41,611.3781_20.21,613.2676_19.28,613.2694_18.5,613.3369_17.27,613.3371_17.71,613.394_23.4,613.7321_0.67,614.3651_7.31,615.3567_18.65,615.3697_19.2,617.3679_20.71,618.4811_35.5,618.4811_36.28,618.4814_35.99,619.5552_0.7,620.2957_21.08,620.2972_19.98,622.3119_23.34,623.2989_17.75,623.339_21.31,625.2125_37.41,625.2897_19.32,625.2906_17.8,625.3109_20.23,625.3453_8.1,627.3292_23.5,628.3806_8.73,631.3061_19.32,633.3255_17.05,633.3259_17.69,635.2405_37.38,635.3399_20.18,635.3414_19.64,635.3415_20.58,635.8967_0.57,637.2665_17.11,637.2676_17.76,637.3559_22.71,637.3559_23.5,637.8356_0.63,639.2815_19.59,639.2835_20.19,639.374_17.05,639.3741_17.71,641.2628_19.3,641.2981_22.69,641.2986_23.49,641.3853_19.48,641.3888_20.22,641.7015_0.7,643.4047_23.48,644.2943_20.99,645.1904_37.45,650.4477_28.13,654.4797_31.04,655.2186_37.39,655.3078_15.38,655.3091_15.93,657.3261_17.3,657.6811_0.66,659.3376_19.13,659.3408_18.64,661.2669_17.86,661.3545_21.34,663.3715_17.88,665.2628_17.72,666.4355_31.04,667.2777_20.21,669.2905_23.51,670.4643_34.24,671.6985_0.68,675.5176_0.69,677.3107_19.3,677.3109_18.46,681.3215_17.75,681.3223_17.27,682.2639_19.3,683.3395_18.71,684.2434_16.49,685.7635_0.64,686.2595_18.5,686.2595_19.27,689.2619_17.89,689.2669_19.28,689.2684_19.28,689.2693_18.48,690.1793_31.02,695.7928_0.64,701.3116_17.1,701.3127_17.77,703.2278_37.37,703.3233_20.22,705.3422_23.51,705.4021_28.1,706.2629_17.76,706.5255_33.21,708.2778_20.23,709.4338_31.03,710.2594_17.75,710.2597_17.07,710.2599_17.75,710.2952_23.51,712.2672_19.59,712.2751_20.21,712.2753_20.23,713.2562_37.35,713.2666_17.79,714.2899_22.67,714.291_23.44,714.2917_22.67,715.2823_20.25,717.6382_0.67,717.7785_0.64,718.5245_31.89,720.5403_35.68,721.5425_35.68,723.2046_37.38,732.2437_15.91,734.2572_17.89,734.2577_17.27,734.2608_17.89,736.2501_19.21,738.542_33.52,738.5454_33.52,739.5317_33.42,739.5338_33.43,739.6193_0.68,740.5339_33.51,741.8482_0.6,743.4726_0.69,743.5457_37.05,743.7414_0.65,745.2969_18.5,745.298_19.29,746.5563_36.97,746.5573_36.17,754.2464_19.26,754.2472_18.51,754.248_19.26,758.256_17.78,759.7717_0.64,761.6075_36.12,761.9814_0.83,769.2992_17.71,771.313_20.25,771.8715_0.58,773.3288_23.49,776.6022_37.17,777.738_0.64,778.2467_17.75,780.2613_20.23,781.2436_37.34,782.2776_23.48,787.5071_20.2,799.5387_32.88,803.5664_37.08,805.5806_36.18,829.4204_0.69,851.4113_0.69,858.6531_36.18,858.667_35.69,86.0373_0.83,861.6143_32.65,861.8531_0.6,862.5538_37.16,877.5915_37.1,879.5977_37.1,884.5486_37.17,886.5547_37.17,887.557_37.17,90.0299_0.67,911.3544_0.68,919.8145_0.62,937.8286_0.61,943.8214_0.74,948.6154_19.2,949.4995_37.36,951.5022_37.02,956.9784_1.11,956.989_0.72,958.9762_1.12,959.4971_37.03,962.5054_37.14,967.0081_36.77,974.6302_19.34,975.6017_32.67,979.9837_1.01,979.9895_0.67,996.6156_17.68
Factor1:CASE,852061.0,950964.0,48818.0,64250.0,1904381.0,151970.0,56271.0,7032.0,15337.0,35333.0,120626.0,134438.0,27405.0,40207.0,226420.0,33798.0,169265.0,2012888.0,2670378.0,31091.0,367761.0,565109.0,57439.0,27832.0,336036.0,149200.0,112928.0,252104.0,1492448.0,28765.0,64637.0,7489.0,11173058.0,244504.0,2635976.0,1307665.0,758407.0,33317.0,205148.0,92737.0,25198.0,20925.0,29536.0,107391.0,91361.0,307041.0,65492.0,1894923.0,332398.0,41020.0,44198.0,1997773.0,214225.0,122552.0,242977.0,44182.0,1390936.0,18914.0,34220.0,627642.0,100790.0,78687.0,1116631.0,12949.0,148960.0,1774284.0,1803206.0,120467.0,241434.0,4751390.0,96171.0,397476.0,40626.0,626335.0,742055.0,691970.0,329017.0,570980.0,570257.0,68521.0,770329.0,175387.0,151124.0,224337.0,72270.0,400796.0,62691.0,331989.0,53342.0,25930.0,64686.0,334965.0,131581.0,677058.0,38639.0,81834.0,69310.0,94858.0,97487.0,252097.0,656736.0,885123.0,130406.0,200039.0,101621.0,20558.0,84906.0,362787.0,22547.0,32134.0,89212.0,253070.0,43846.0,43278.0,112913.0,17124.0,67479.0,46472.0,24915.0,14691.0,58138.0,134091.0,12253.0,138755.0,11635.0,22287.0,198458.0,260423.0,191666.0,17204.0,10512.0,71414.0,41041.0,56616.0,231739.0,31665.0,21357.0,100927.0,560942.0,51824.0,54836.0,31271.0,86622.0,279984.0,102112.0,37971.0,156333.0,62742.0,408719.0,32855.0,7096.0,6206.0,253805.0,80361.0,35252.0,42127.0,60118.0,12157.0,120872.0,121708.0,64427.0,4369.0,65973.0,47211.0,52069.0,292237.0,56298.0,67799.0,233875.0,16186.0,31375.0,338592.0,475437.0,293403.0,106781.0,80380.0,294899.0,60904.0,275773.0,395605.0,59721.0,325971.0,69618.0,21507.0,57799.0,27389.0,29693.0,27357.0,41606.0,34850.0,197206.0,31464.0,17692.0,5680.0,46851.0,91501.0,92669.0,416042.0,42249.0,8915.0,138004.0,22900.0,96794.0,96731.0,124131.0,12288.0,74732.0,56243.0,77875.0,481027.0,99220.0,35688.0,45545.0,22678.0,32029.0,13404.0,72836.0,211726.0,536524.0,342216.0,71252.0,272685.0,359698.0,23591.0,45424.0,263146.0,270113.0,50919.0,247473.0,208969.0,864840.0,175419.0,29551.0,371137.0,1322008.0,195918.0,35731.0,31385.0,161466.0,144529.0,347497.0,6399746.0,34265270.0,44742.0,59096.0,14033.0,546302.0,2660841.0,47344.0,14229.0,22601.0,48483.0,45091.0,95964.0,143619.0,705122.0,102974.0,398578.0,72376.0,81350.0,356655.0,384583.0,188895.0,32231.0,153200.0,355712.0,55916.0,36656.0,36656.0,1008512.0,80850.0,96956.0,84213.0,436251.0,54169.0,58964.0,402627.0,2348263.0,12494890.0,348911.0,11969804.0,1946483.0,13279.0,111714.0,16635102.0,2745295.0,131835.0,41425.0,24538.0,55056.0,215859.0,149300.0,52146.0,17213.0,81144.0,44928.0,273201.0,25002.0,46375.0,115002.0,220750.0,62248.0,47339.0,2241056.0,586120.0,635626.0,111729.0,1224880.0,5957194.0,618529.0,160043.0,533131.0,173582.0,405221.0,2630998.0,299223.0,18706.0,45296.0,255366.0,26115.0,148599.0,204091.0,203978.0,30739.0,125076.0,56748.0,75232.0,189579.0,96785.0,20660.0,135743.0,65153.0,59604.0,47953.0,32763.0,19503.0,103683.0,47435.0,2268423.0,543224.0,28870.0,122764.0,410956.0,104622.0,365888.0,79445.0,521679.0,2779258.0,105083.0,17418.0,37448.0,429572.0,425176.0,169159.0,59399.0,20208.0,55294.0,127171.0,568721.0,84593.0,89647.0,44489.0,67526.0,156961.0,62636.0,91483.0,59876.0,25959.0,71183.0,43042.0,168407.0,220048.0,970397.0,39614.0,1023870.0,185825.0,32494.0,47945.0,32631.0,136920.0,273911.0,1450705.0,82807.0,37624.0,179765.0,28508.0,132257.0,259031.0,48328.0,241521.0,30727.0,106171.0,338381.0,156026.0,43661.0,129991.0,31207.0,147206.0,40328.0,7433.0,62211.0,125263.0,96780.0,203940.0,51630.0,75150.0,23059.0,71520.0,59355.0,75270.0,131916.0,206422.0,49237.0,52929.0,96640.0,154969.0,43046.0,224728.0,50612.0,126576.0,42926.0,27734.0,82155.0,143844.0,497555.0,28162.0,113780.0,113780.0,34751.0,80430.0,76100.0,17167.0,74841.0,233976.0,106639.0,147500.0,33332.0,63977.0,63231.0,53625.0,50716.0,187049.0,51802.0,187618.0,68566.0,52623.0,235410.0,164432.0,27575.0,59395.0,63812.0,288589.0,64153.0,60743.0,47614.0,102844.0,466502.0,1308904.0,367032.0,34009.0,12456.0,105214.0,27548.0,106324.0,74766.0,1342243.0,1316833.0,899613.0,890106.0,69641.0,489617.0,75962.0,11359.0,229306.0,65219.0,40942.0,84151.0,1074640.0,445150.0,104051.0,34761.0,104051.0,79143.0,54268.0,171882.0,18552.0,50333.0,56226.0,34799.0,71397.0,848985.0,69263.0,64665.0,91152.0,66866.0,95597.0,36725.0,201447.0,24027962.0,255882.0,23341.0,48065.0,51138.0,25322.0,283871.0,557417.0,318393.0,415832.0,669328.0,581227.0,235254.0,381616.0,249096.0,126875.0,40305.0,74513.0,41646.0,38101.0,57430.0,76561.0,259999.0,1100861.0,5575049.0,193906.0,101606.0,91115.0,40313830.0,24671.0,93134.0,44947.0,15240.0,22406.0
Factor1:CASE,820323.0,1015968.0,65381.0,52179.0,3814384.0,210715.0,118144.0,48343.0,35881.0,27847.0,104575.0,134569.0,26877.0,42981.0,230473.0,36920.0,229572.0,1366207.0,1599031.0,28175.0,481186.0,352930.0,24962.0,22423.0,675945.0,322506.0,102702.0,249952.0,1349914.0,36924.0,30639.0,18145.0,21688559.0,255636.0,1659304.0,752516.0,745953.0,31563.0,184656.0,113411.0,35207.0,97571.0,42071.0,64869.0,116474.0,303168.0,35350.0,3045844.0,366854.0,34067.0,60651.0,1419801.0,291472.0,55967.0,164388.0,61663.0,1039216.0,40117.0,38430.0,582544.0,142120.0,94247.0,1067856.0,13779.0,84442.0,1506899.0,1519104.0,164660.0,246422.0,2920847.0,104431.0,389034.0,42542.0,912409.0,994648.0,838117.0,291567.0,729814.0,729536.0,88993.0,723593.0,124164.0,160257.0,171231.0,32699.0,307873.0,45486.0,345752.0,40705.0,47933.0,79352.0,263145.0,143235.0,599849.0,38721.0,47928.0,52713.0,70471.0,34788.0,218013.0,457798.0,1216986.0,122262.0,161483.0,153344.0,31189.0,89187.0,997688.0,57912.0,109944.0,250989.0,765194.0,33416.0,66979.0,235987.0,33260.0,60830.0,27594.0,11920.0,48489.0,24951.0,154242.0,37927.0,112169.0,9003.0,7551.0,19779.0,40848.0,62142.0,8919.0,45249.0,65552.0,179895.0,10441.0,237980.0,24607.0,56410.0,32878.0,719566.0,16533.0,13567.0,148770.0,75836.0,206426.0,101890.0,13939.0,63402.0,52474.0,351835.0,50592.0,23224.0,18917.0,245092.0,70664.0,11065.0,6012.0,39182.0,6826.0,141784.0,163380.0,54434.0,8971.0,153100.0,39811.0,463106.0,471218.0,90226.0,31026.0,207620.0,16635.0,33151.0,356957.0,594119.0,179477.0,93123.0,61269.0,562268.0,114822.0,339464.0,700362.0,76193.0,416667.0,121186.0,2456.0,61549.0,8628.0,40541.0,22940.0,42806.0,5037.0,27114.0,27341.0,25145.0,2069.0,67409.0,110009.0,110009.0,578573.0,57334.0,28338.0,227332.0,42832.0,105876.0,105902.0,131503.0,43606.0,7184.0,55811.0,80327.0,538511.0,105724.0,22891.0,57095.0,17518.0,20052.0,20735.0,131659.0,224940.0,517936.0,424356.0,83530.0,258324.0,429848.0,26572.0,71824.0,370155.0,320392.0,55035.0,582656.0,237120.0,970138.0,100912.0,35098.0,214040.0,1428548.0,209866.0,61003.0,38929.0,26973.0,51700.0,89267.0,7902249.0,41538895.0,72941.0,60756.0,24729.0,540928.0,2733195.0,46605.0,19669.0,39942.0,45718.0,48872.0,126789.0,300401.0,1039633.0,121334.0,623053.0,40326.0,133948.0,534296.0,584531.0,390817.0,33837.0,196806.0,368529.0,58068.0,58314.0,58314.0,1068479.0,90159.0,97513.0,84575.0,422878.0,27667.0,33960.0,326741.0,3997565.0,20370944.0,857802.0,13357169.0,2100368.0,6329.0,235964.0,17149978.0,2831232.0,97775.0,36415.0,15337.0,52972.0,199274.0,166110.0,58049.0,15652.0,60871.0,62380.0,330141.0,33143.0,57314.0,116705.0,244101.0,96049.0,73173.0,2472131.0,244815.0,420868.0,74818.0,1179659.0,5654263.0,601732.0,137886.0,523658.0,162138.0,382306.0,2706165.0,230507.0,26987.0,77387.0,424424.0,34776.0,196668.0,245928.0,245547.0,31319.0,30892.0,87513.0,14779.0,228138.0,105923.0,16968.0,206503.0,47180.0,68446.0,54499.0,39254.0,36335.0,95639.0,51514.0,2640674.0,671471.0,55484.0,236067.0,383496.0,145550.0,422552.0,97998.0,507174.0,2619731.0,121466.0,15001.0,21612.0,428826.0,511736.0,204448.0,4805.0,1441.0,6343.0,49780.0,829352.0,104838.0,139652.0,64471.0,111492.0,151101.0,73044.0,91004.0,66152.0,28158.0,73776.0,17529.0,187078.0,366427.0,1403410.0,42115.0,1107673.0,192007.0,66599.0,66647.0,48704.0,206454.0,279650.0,1501840.0,76537.0,40532.0,195320.0,48641.0,200452.0,287755.0,53376.0,257235.0,30891.0,125578.0,346426.0,158337.0,42952.0,106357.0,22362.0,81155.0,35265.0,5917.0,42694.0,123959.0,85979.0,191783.0,48129.0,68175.0,41881.0,63771.0,80653.0,49331.0,141439.0,210884.0,27345.0,31666.0,36712.0,174274.0,50568.0,205660.0,54602.0,147797.0,38546.0,32561.0,93597.0,163635.0,536367.0,25080.0,125032.0,125149.0,37833.0,46345.0,70805.0,25921.0,103459.0,210319.0,118088.0,148310.0,30443.0,88035.0,49040.0,60356.0,26893.0,278600.0,88855.0,277622.0,72185.0,50563.0,236143.0,176949.0,27055.0,77168.0,61798.0,287171.0,62350.0,66735.0,33733.0,111038.0,337226.0,875337.0,236387.0,26152.0,8015.0,102287.0,27720.0,102845.0,75540.0,744990.0,755070.0,495130.0,486533.0,42061.0,271435.0,118768.0,3844.0,105549.0,79233.0,41518.0,86185.0,756257.0,298332.0,108743.0,39926.0,108743.0,79343.0,85186.0,69422.0,47447.0,61388.0,61785.0,45029.0,69876.0,457281.0,91266.0,85504.0,88438.0,50333.0,104381.0,33098.0,178179.0,11216782.0,144197.0,16184.0,15870.0,26896.0,35822.0,615522.0,402295.0,295227.0,243976.0,222292.0,184613.0,233281.0,371427.0,221080.0,84442.0,16956.0,103291.0,38336.0,130410.0,93225.0,47121.0,108375.0,1111163.0,4226322.0,223126.0,48949.0,50943.0,25330305.0,33316.0,81126.0,23675.0,14878.0,58897.0
Factor1:CASE,998739.0,680893.0,33761.0,50255.0,1827662.0,135858.0,249149.0,11328.0,87620.0,12933.0,149901.0,135987.0,23626.0,43448.0,248811.0,27953.0,138274.0,2178562.0,2525531.0,20539.0,345588.0,425910.0,57918.0,21710.0,334398.0,90029.0,156344.0,290319.0,217761.0,71371.0,28783.0,33741.0,10442134.0,220458.0,2433605.0,1405694.0,623119.0,53660.0,258734.0,94244.0,38644.0,30079.0,38737.0,81206.0,81764.0,177019.0,30068.0,1545333.0,310760.0,37902.0,58868.0,1074479.0,183599.0,273404.0,85294.0,66983.0,681343.0,7333.0,32528.0,581614.0,119189.0,57296.0,998989.0,13104.0,61814.0,758722.0,767788.0,80338.0,221268.0,1454685.0,94391.0,287665.0,28862.0,519510.0,590260.0,582059.0,267361.0,478724.0,477349.0,63551.0,740418.0,114089.0,180353.0,94632.0,38748.0,167863.0,29485.0,318671.0,33055.0,47633.0,63821.0,191357.0,138158.0,375537.0,12621.0,34642.0,29402.0,44471.0,79553.0,117678.0,255064.0,719451.0,101190.0,122591.0,102072.0,42261.0,66041.0,430467.0,31339.0,36365.0,80708.0,255925.0,18918.0,39110.0,107116.0,16163.0,50151.0,14149.0,23640.0,12666.0,47786.0,142767.0,10311.0,83508.0,6834.0,5752.0,28073.0,105156.0,104795.0,12007.0,23195.0,40223.0,59151.0,28371.0,266428.0,26950.0,31166.0,67250.0,434488.0,16796.0,24616.0,47923.0,48548.0,119641.0,72406.0,14249.0,70034.0,38025.0,360428.0,34424.0,10022.0,13301.0,199574.0,72277.0,12139.0,20848.0,17279.0,3576.0,180854.0,237004.0,45331.0,3094.0,22104.0,16587.0,45111.0,437833.0,79525.0,59625.0,153223.0,10128.0,6759.0,258436.0,373766.0,256013.0,59647.0,43772.0,440887.0,88866.0,308922.0,570087.0,48117.0,267844.0,100811.0,21539.0,40040.0,13185.0,41522.0,10084.0,20452.0,6410.0,47903.0,39391.0,2673.0,1018.0,52422.0,74145.0,77233.0,384681.0,54127.0,10645.0,124637.0,20874.0,62228.0,62227.0,95042.0,12002.0,19518.0,45582.0,83308.0,499436.0,104815.0,10111.0,64538.0,11638.0,25915.0,21875.0,229367.0,210636.0,611374.0,387675.0,90461.0,150837.0,275967.0,22832.0,64477.0,318046.0,202023.0,31792.0,192229.0,162652.0,720279.0,46303.0,36415.0,252569.0,800675.0,136330.0,33825.0,19476.0,36688.0,47075.0,105602.0,5012518.0,28323012.0,21421.0,39753.0,20763.0,382217.0,1659754.0,53688.0,20941.0,34357.0,19037.0,24120.0,80522.0,210420.0,658539.0,64881.0,414577.0,19953.0,76263.0,328815.0,403769.0,273892.0,21366.0,117132.0,226089.0,39822.0,32290.0,32189.0,652703.0,64284.0,62696.0,67857.0,339253.0,31956.0,27946.0,279199.0,2129154.0,11012431.0,484458.0,7006868.0,1296881.0,12939.0,125724.0,12759992.0,2203646.0,93660.0,35899.0,15530.0,31435.0,117598.0,119385.0,50131.0,4330.0,12901.0,40456.0,219005.0,11817.0,29780.0,62825.0,88980.0,55480.0,42474.0,1502165.0,61375.0,420476.0,86414.0,641062.0,2923400.0,763510.0,71067.0,371947.0,78021.0,276950.0,1638413.0,172259.0,24824.0,39407.0,184582.0,33110.0,90825.0,128525.0,128525.0,18469.0,43863.0,44188.0,16820.0,114734.0,91576.0,6312.0,39536.0,20630.0,40917.0,54922.0,22817.0,19031.0,65191.0,37184.0,1957836.0,451858.0,25553.0,116531.0,387206.0,75317.0,315827.0,67915.0,253702.0,1240988.0,83822.0,15700.0,9464.0,200209.0,292664.0,58775.0,12104.0,2881.0,8700.0,103214.0,251300.0,43345.0,53720.0,44320.0,76515.0,107890.0,62074.0,59975.0,40735.0,37268.0,56464.0,6182.0,163389.0,209142.0,870535.0,26219.0,637954.0,124245.0,39902.0,48417.0,29960.0,132941.0,224746.0,1115160.0,88556.0,27089.0,122243.0,27606.0,117765.0,231641.0,42271.0,186985.0,18126.0,66639.0,269336.0,126141.0,23513.0,106633.0,6413.0,26184.0,31574.0,6864.0,44281.0,72751.0,66149.0,140434.0,39133.0,41977.0,14420.0,36741.0,57099.0,11826.0,94122.0,161306.0,19919.0,45338.0,81622.0,154169.0,38208.0,108267.0,26610.0,116996.0,22380.0,12922.0,61926.0,113727.0,447118.0,15367.0,102438.0,102438.0,26521.0,20354.0,71411.0,16281.0,75916.0,143244.0,83388.0,123866.0,5309.0,61226.0,18247.0,39737.0,4860.0,189143.0,50093.0,192121.0,53273.0,36604.0,163819.0,112218.0,17068.0,52396.0,54002.0,220261.0,54061.0,42587.0,34820.0,109204.0,182474.0,316067.0,95191.0,24478.0,7148.0,69876.0,18457.0,70400.0,64078.0,493191.0,500304.0,309086.0,307932.0,55896.0,185879.0,77959.0,9360.0,63474.0,38859.0,33601.0,83185.0,262561.0,145650.0,99221.0,28982.0,99221.0,53024.0,54225.0,18984.0,28199.0,46975.0,40126.0,35964.0,58793.0,161072.0,55447.0,65860.0,78605.0,39658.0,77875.0,20729.0,69104.0,5157657.0,148481.0,18399.0,39673.0,23937.0,68751.0,267698.0,303441.0,393942.0,151193.0,148565.0,133595.0,195103.0,301192.0,170176.0,149586.0,39758.0,76422.0,54021.0,27731.0,66623.0,19512.0,49673.0,1184185.0,6691346.0,277633.0,30007.0,33991.0,12909751.0,20808.0,28956.0,40045.0,10766.0,30592.0
