Class,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M26,M27,M28,M29,M30,M31,M32,M33,M34,M35,M36,M37,M38,M39,M40,M41,M42,M43,M44,M45,M46,M47,M48,M49,M50,M51,M52,M53,M54,M55,M56,M57,M58,M59,M60,M61,M62,M63,M64,M65,M66,M67,M68,M69
0,2.331245242,25.22666598,60.75823284,3.394915852,4.20130829,7.246832513,3.104186598,3.059052234,23.42657964,8.548965063,117.9704051,19.22539433,8.137467565,93.01589806,91.05458243,378.1631265,2.848876136,14.90417867,10.90087127,5.394847807,1.273231799,19.88088795,1.746589203,33.95284798,88.66504376,2.072614268,0.790158825,1.296721346,2.903111162,43.99825703,894.3461541,29.02397866,16.13239909,0.904286045,4.584151002,32.71319025,254.0928183,8.581678253,13.23519106,57.01736885,1.303362369,2.52666351,40.58661563,6.156351844,89.72994419,6.633644669,0.768636989,0.935523452,0.461182193,18.53903224,8.540971239,88.32622858,18.96528757,127.7742776,5.155524994,5.535539121,16.79896108,1.983083431,1.605159997,45.24947506,8.273485566,2.384127467,2.75553286,1.57527539,2.246879646,10.80076399,0.461182193,8.045846036,7.596224143
0,1.827467635,24.91342636,38.75364374,2.7658894,3.584578116,5.878389195,1.157745856,1.866912401,12.93536563,4.233038885,92.01470889,8.186047904,2.518730172,33.82780369,43.12823619,177.9346419,1.338044806,2.522646674,5.338051845,1.768020735,0.945695268,17.30660107,0.874219114,23.86590205,52.78772795,2.24709281,1.030459554,0.524531468,1.890551286,25.12505732,569.7129303,22.85418575,6.942278887,1.602408666,1.926778926,66.60332732,193.1226953,18.3865764,7.154888976,26.41358636,1.107530711,1.211457879,39.24166782,23.77610226,29.74596975,6.129185174,6.136039052,0.928071011,0.874219114,22.85194775,4.323677923,28.85482575,10.60420791,87.61521869,5.791526784,3.375604779,11.07306911,1.284752409,0.884849618,203.6769678,9.192588823,0.944436393,1.771797362,2.038818848,0.91394363,6.171707192,0.874219114,3.250136852,3.075153154
0,4.001870928,16.83479928,72.12013728,6.777585605,3.09264881,13.36647594,2.368359936,5.436720583,24.70918026,4.615873059,23.1398877,14.03228842,5.341019939,40.74247015,152.8335324,243.6979938,1.776929957,3.500531554,7.655325511,1.736207683,1.31967888,19.69057249,1.311362824,30.94391222,60.20718912,3.378562734,1.322780901,1.75666782,2.082710014,76.68122997,540.1537066,28.21089983,1.799568109,0.890081989,2.168708593,40.26733295,299.3541223,10.89957734,18.92166732,4.358141325,2.546099132,2.893327469,78.36787132,8.289589779,54.24596301,1.394589384,2.304207505,1.647701087,0.247501665,12.10738547,4.419587739,47.48032349,11.88588798,83.26391627,3.86544801,1.234868309,22.68705866,2.179796667,0.247501665,114.281617,6.642086693,1.650143103,1.475175926,5.542255293,1.176127914,9.529474122,0.247501665,2.299851475,2.197880789
0,2.364979261,9.071531043,16.35317772,2.120198168,3.327559808,4.012496697,1.645604205,1.634912617,19.00986851,6.352378862,35.32050496,11.1943177,4.010470923,18.02005255,35.78699583,136.263501,1.610490779,1.957235858,16.331682,1.037196577,1.632324127,5.776721257,0.948062496,9.981891624,93.80169052,1.344101424,1.23966149,1.418717453,2.874911736,8.695524775,125.6510308,7.8625938,1.832763266,1.461708891,1.495921973,79.16119266,102.3247994,22.386272,0.422036368,31.93115903,2.052222177,1.522031956,26.09051333,28.55295486,5.201063651,10.71837322,3.042375767,0.993417338,0.703393946,12.14271783,3.234036549,47.3217562,9.47015846,69.22701928,8.767664858,1.203535177,33.5450261,1.432110074,0.703393946,298.9551444,10.78533632,1.057454323,1.709641189,2.750439143,0.889427577,7.789215744,0.703393946,1.82623577,1.84964472
0,1.067566202,10.61242207,67.04362788,1.144525567,2.882970989,12.06667968,2.088355744,5.526897567,26.5535942,17.3912486,32.02038768,13.92304671,6.507443502,37.63861733,61.10665057,240.8154572,3.708552906,9.194880213,9.64128373,3.493092816,1.941950025,32.83015961,1.939075482,46.2695644,88.28029684,2.64301195,0.408315817,1.791559143,5.769992472,63.26099015,547.4355488,23.20965099,13.03023968,0.885490013,2.124352867,184.7503637,219.9470564,50.72164408,17.23020884,7.336749259,3.090199433,1.391409643,94.67955299,3.15134881,62.66092923,6.202415254,3.275411487,1.168959186,0.24498949,19.73746394,9.238521008,59.17234422,28.85773669,108.2598104,4.705300813,10.17627545,19.89791573,0.625147848,0.893264346,85.4226741,5.220562708,3.893046325,6.547621779,6.215938674,1.951553613,20.5387429,1.782282208,4.733980916,4.711637874
0,8.550128353,12.6345211,38.32438185,4.608563513,4.864963883,11.17673105,2.12095613,3.799758955,23.83782479,12.38974626,29.6885312,15.56402628,5.355024582,38.7471167,53.6166774,127.4352,0.808804557,7.758059445,5.994939607,2.522867224,1.11387884,30.16619986,0.815319963,12.94968788,65.60783415,1.689023069,1.566507895,1.323010582,2.920690221,13.44677499,732.5391804,18.52074286,1.845009543,1.077469221,0.856328692,28.40026945,165.8203924,7.419386111,9.239228303,54.89408014,3.606085332,3.30062779,52.70388186,24.65633858,45.81748147,6.039397668,3.905155221,1.168557145,0.79845656,13.67277014,24.32596919,35.95073019,10.44789991,61.06608548,6.489216156,2.91647437,6.58362566,1.726199207,1.324288113,121.1147457,10.32308518,0.79845656,3.769864742,1.563697328,0.79845656,3.015227477,8.613493866,5.323725084,5.126474376
0,1.809573526,8.692840532,15.24592313,4.942513528,3.446299723,3.700378726,1.253438886,0.821517726,9.009354881,4.546870591,30.27693723,6.678084738,1.082563199,23.70019492,61.68848902,75.17268381,0.492910636,1.455072197,6.245112035,0.821517726,0.821517726,3.722329679,0.821517726,2.283950722,32.88331723,1.253307444,2.320360388,0.492910636,1.782890631,4.141106556,219.8665353,3.056177385,1.063241102,1.001725855,1.026699994,41.53462182,60.67401321,5.348803335,2.574045062,82.40414289,2.259765241,1.73557121,7.419159449,44.262455,38.9901514,4.212742901,5.914664745,0.821517726,0.821517726,13.21762873,35.65281779,10.41842209,2.88490737,28.00718233,5.396517085,0.750538595,4.494687785,0.821517726,0.821517726,247.6614374,15.8245345,0.821517726,0.492910636,0.492910636,0.821517726,3.338253712,3.191694949,3.933426874,3.638994921
0,3.324792158,31.08716984,51.38290643,3.434290642,1.913527275,7.263601192,1.45385374,2.728162981,11.05345927,9.692541683,54.8947264,8.519422247,3.177601985,49.87474364,65.28965408,170.7630508,1.28779021,4.602622959,6.908694045,2.298312651,0.722689994,38.43341763,1.249988472,17.31038973,35.37191705,3.217824795,0.337134277,2.478077248,2.599295921,33.86534997,455.5819235,19.34436534,10.00260397,0.761207049,3.155647264,34.24567837,130.5809589,9.497590362,9.414833719,11.59919091,4.823985974,4.730004361,53.45341821,18.92970173,67.66522094,0.960945489,3.073660962,1.822241856,0.343902274,8.557609155,29.70748894,43.93772483,13.54149593,85.513859,1.281572457,6.18523371,11.83089851,2.16047662,0.423247406,93.53310978,7.441384911,1.986324509,2.201469771,2.751878482,2.836616003,7.861165783,0.343902274,12.53014812,11.06732541
0,3.285269342,12.51262606,55.14208956,1.827092639,1.756841488,7.386542817,2.509563313,3.380842073,19.72412535,8.085288558,18.04216648,11.31515342,5.108076791,102.1520565,89.62021196,323.4986312,3.360108677,8.635957165,6.742941849,3.179697834,1.036410086,11.42977144,1.057273336,39.87140242,52.50055104,1.290534861,0.689655943,0.928241493,1.451554136,60.32643408,362.9086615,16.5833405,8.347464297,0.603649142,1.688062018,111.8571037,177.6519168,30.21708491,39.20486054,8.134460036,2.050744949,1.128433468,168.0765074,1.946385414,10.25052167,2.858698118,1.680530471,1.065887002,0.223176178,21.25627569,8.2824506,56.98879019,20.42832497,75.18630564,1.331741945,6.478818297,18.61703126,1.059697282,1.160550753,64.99789759,5.460241528,1.690442679,2.88523167,3.366081973,2.384340528,8.767412954,0.162317818,5.634029805,5.042067545
0,6.95004261,9.219884076,17.6107107,1.514821758,2.132098193,7.528115644,1.605332019,2.18234231,11.55886286,4.128047226,58.77823702,8.077966953,2.236424109,92.81316513,115.1083279,354.6405738,0.657070248,3.537516485,3.51815095,1.161636906,1.122315423,6.915680593,1.15531949,10.4347762,46.81541381,7.059032787,1.366510098,1.148175497,3.411935713,24.4495786,494.911994,17.11759804,10.83909079,0.410277756,1.618852468,63.97144772,302.8514647,17.76374566,12.07618244,93.50335753,3.624838517,1.382156034,51.44436714,40.65487101,197.7353396,0.500847058,4.580126199,1.15903909,0.850784641,35.28028554,18.87590598,48.85464009,10.04663892,99.17320837,1.255276353,4.291886739,5.550882692,2.069278286,5.69258173,133.9626839,12.28294495,0.680214424,1.080809413,1.535663325,1.273697228,6.927370764,4.052179199,4.749456549,4.608229841
0,2.992790857,17.0035132,36.40772911,1.373484721,6.754996751,10.43123504,1.459152785,4.473809966,14.05375606,10.96700991,104.7954065,9.728617132,4.099186916,48.98126484,58.61832298,205.1249907,1.819098439,3.814924703,3.442997502,1.776963331,1.971363938,18.07965585,0.957625179,23.77548381,80.77110587,5.443516538,2.661101685,3.388381614,5.59118911,41.25126966,737.0674557,35.08336874,8.433212162,0.609061995,2.632345971,125.6426999,397.4033662,35.8932215,29.13992213,16.74900516,3.28843554,1.698484195,82.52600319,8.985461652,54.60730028,7.381032605,4.039878256,1.199752283,0.374423357,12.96503279,2.676777543,74.62986389,18.06477876,122.3767298,4.973140955,6.50458241,21.39175494,1.194660125,1.32665684,200.5744988,11.12127233,1.150228554,2.670786769,1.986540565,1.76188655,13.27056225,0.555045185,1.130658693,0.374423357
0,1.573651129,28.44909141,71.46349808,7.528698105,7.670058148,5.872438106,4.010070571,2.051634343,27.30985449,7.449342557,28.11827318,21.26141803,6.721427642,61.35319305,40.89100787,175.0994192,2.423788897,13.70037807,5.412699013,4.492136386,1.348661566,26.13699991,2.072685252,23.25283401,40.31861451,1.600762148,1.597763988,1.774846786,3.421793352,32.75534189,533.1224978,22.92782074,20.78196763,0.789983201,2.776614889,102.2714395,193.6453976,28.23086365,17.32247401,12.83123069,2.14196188,3.653161979,65.265345,8.375199806,71.15296527,4.143074041,0.398691457,1.653198048,0.239214874,18.61793419,5.751618646,44.24263152,19.77841339,88.64773778,3.104498743,13.08333128,17.87783526,1.879463424,0.445258619,110.1037172,8.509670461,2.36873758,3.411778223,4.08451424,1.025115475,7.202090063,0.239214874,2.809084321,2.663450306
0,1.438347325,6.464508216,19.14175633,4.4685424,8.940997106,1.45261573,1.438347325,0.863008395,3.458707511,2.048666861,42.90808698,1.937971651,0.863008395,6.306405078,17.64495457,53.83630475,1.438347325,1.438347325,1.438347325,0.863008395,1.210282973,8.87425779,1.596220327,5.699537575,50.87054764,1.438347325,3.991241224,1.438347325,3.264703224,8.706719093,389.454286,9.672367953,2.598000472,2.480171059,0.863008395,18.07968067,20.92645769,5.388854553,7.813793074,58.38010148,3.232484244,2.512620174,10.91325896,18.60024733,11.10289067,6.413648255,8.045769731,1.657666525,0.863008395,6.383040223,12.7101575,10.96227783,5.279540156,32.73011118,13.37225754,2.546910375,4.6775055,1.630970798,0.863008395,285.0528235,11.22900496,0.863008395,1.438347325,1.438347325,0.863008395,2.423787844,2.476028619,4.26901486,4.660475467
0,1.641576134,15.0961457,125.8105895,1.104303365,3.927489219,10.60255381,3.594777513,5.59594339,36.69453661,8.859929058,0.431744475,24.44215126,12.39051926,114.8551974,61.46997553,230.1641537,7.041725821,16.06836271,6.947460704,5.084780715,1.166506823,7.429889478,1.55905416,50.42594995,48.67324593,2.32994187,1.136237033,1.338174288,4.24260221,74.12649137,268.2719951,21.63326836,11.47023446,0.67777451,4.576433834,95.58118077,88.51878446,27.50826338,49.33287777,0.266732523,1.480115924,2.608769511,50.57384315,0.937307559,15.25565405,1.806460094,1.83007437,1.780605982,67.34481056,16.70716406,20.17823861,39.62731446,34.15312218,73.6686368,1.308064487,4.144881345,30.30613908,2.102598471,0.753576975,14.54572189,5.172486311,2.815858389,4.495383752,0.423969042,6.402892468,20.03776886,4.441019722,8.354493964,7.912542235
0,3.432606855,29.1780927,42.04494348,2.852684118,5.711753565,5.240381401,1.053786736,1.782077495,11.42039234,8.102098422,42.45023009,7.839002152,3.001934666,16.7543733,192.0010438,142.0434852,0.660907381,8.623047724,3.186693866,2.521633426,0.71738898,16.31176106,1.436594923,13.02606866,40.03055426,2.586784534,0.891817446,1.255417736,8.077595375,18.81782052,398.2496228,11.04236017,4.461890544,0.612420421,2.249348514,22.75201304,73.7913396,2.969488895,8.217345801,54.77733897,1.031619785,3.864576875,22.81290726,15.15710691,69.45455995,2.326803059,2.120136474,1.059185712,2.786442832,15.08904867,113.7067503,26.79210856,18.68891996,56.55126609,1.412611009,4.097407729,3.963731151,1.711060191,0.194674627,142.8223914,6.063984857,1.736341936,2.810271006,0.982873258,3.787329982,3.689733103,0.324457712,18.0889068,16.09190852
0,0.464933012,11.8210768,24.45894791,2.263169918,3.222047761,3.01189804,0.923542934,0.774888353,7.38933533,3.03570261,41.19108111,4.301808187,1.349421573,8.269484517,19.5152842,77.75452898,0.464933012,2.173530834,2.178118173,1.022728643,0.774888353,12.03866545,0.920815327,15.0643255,36.76095141,1.406329373,2.52440028,0.958753861,3.423146786,12.72093914,296.1204224,14.71407597,1.438192782,1.89072758,1.017521394,68.03370957,53.5410657,17.57707146,5.983129939,27.06988772,2.197831332,2.396574697,20.37956367,25.68587513,14.33927797,3.045745163,5.067025933,1.561431026,0.774888353,20.12180481,9.220427503,15.65795197,7.24886357,52.50420309,3.365991022,1.114351442,7.028547313,1.031159429,1.568250044,141.3069042,8.892618734,1.131956905,0.989005502,1.71950825,1.103812961,14.62927219,1.412404498,4.961269171,4.975775081
0,1.864829343,16.31543818,35.93217467,2.484792112,1.498780925,3.29525927,2.228818996,0.514691252,6.481952998,3.939927219,15.56453795,3.736383985,1.084969159,17.17696271,32.23312295,116.6667817,0.921365966,2.544221795,2.098842299,1.087027924,0.514691252,12.61364144,1.290433906,21.08518494,39.54544451,2.18956521,3.47643059,0.857818753,1.494388893,33.60878973,692.6924859,8.580795297,2.306640314,2.098567797,0.514691252,41.62960095,106.7730433,5.313809734,10.44027185,12.25541633,2.368952268,1.223318167,50.27929625,26.70533891,15.01869072,3.004149898,3.013482966,1.781380735,0.514691252,10.56009197,2.612847296,18.8080536,7.755916785,47.53908002,3.416314652,1.684069776,7.438592472,0.769017356,0.514691252,84.99130952,5.704700583,0.514691252,1.224416175,5.180813514,0.96171776,1.968179346,2.184898676,1.732931132,0.514691252
0,1.847636924,10.67351554,21.66904938,1.735189833,3.770159995,4.355969261,1.080466453,0.89494054,6.714136406,3.305913028,43.34619244,5.069862914,1.07064403,143.9907388,58.15204033,221.1742332,0.491121115,2.766465595,1.584238848,0.844885476,0.938709254,19.16684624,0.952932122,11.74525969,29.82959641,2.935646997,1.889991209,1.013909719,3.617323104,15.53482879,658.4970767,16.93959234,6.985156682,0.451202791,0.982870865,33.90472297,272.1883585,9.263015703,7.822577118,37.71990895,2.489944763,0.892740318,41.55191091,34.38735751,72.84410529,2.489316128,3.775031917,0.706271453,0.294672669,24.08402942,7.065229069,26.06399401,8.254527961,61.0466689,3.336401827,4.778962055,8.928739027,0.476191033,2.745249163,89.50081186,11.82187458,0.544712251,0.8367918,1.113391212,0.799780913,7.336406504,1.695507247,2.256564009,2.372154275
0,2.301729958,16.63233226,59.8436866,2.193607521,2.733358171,7.729533709,1.456422144,2.177956332,13.40933597,5.245733035,93.63532237,9.682055479,2.980474656,28.99160266,50.85516548,208.8240556,1.801035487,3.670562877,5.1905949,1.689610506,2.371944927,2.181115288,1.939598769,29.07904829,44.35661935,3.611404253,4.381184309,1.336669007,3.221560408,33.2340801,639.3882748,49.7288542,16.90400245,1.781794576,2.029916183,37.0956162,322.0463388,7.096881046,11.51611641,20.94114777,1.572729147,2.996269434,36.93953507,11.64204387,41.45167245,7.136798758,6.060169237,2.828701196,0.538458349,4.351748586,8.526452067,70.31835277,24.07296512,181.7866977,5.972580012,4.284548984,24.07698561,3.327816189,0.538458349,281.6371218,10.24248293,1.591682881,4.670803107,3.67013211,1.338104896,3.456328248,0.897430582,7.020204577,6.56316113
0,6.842768768,16.65726431,37.20644129,2.653038535,3.239879825,6.660560703,1.889148225,1.084102811,8.192210608,3.357599836,57.80345669,7.415188184,1.340296261,31.69306444,62.14795825,234.7179903,0.439691276,1.776352756,2.455353337,0.763304056,1.22257625,17.27130783,1.081288786,11.91223331,36.09583975,2.463678159,2.986500399,1.205692105,1.392238457,15.4331638,869.52186,16.1618788,10.22417056,0.732818794,0.732818794,80.92863829,276.0409972,22.26608348,12.94498018,33.85106922,1.517697035,0.732818794,106.0348929,27.34363834,37.14887105,2.778614364,4.246596971,0.732818794,0.732818794,24.7829936,4.702703388,56.86544863,16.62384777,108.9032043,3.581783762,6.695267001,7.255609564,0.732818794,0.732818794,101.3925738,12.85270363,0.732818794,1.352724868,2.76653751,0.732818794,10.69141582,1.537395204,0.808797446,0.732818794
0,3.546837353,7.278746758,30.27118842,4.103916204,3.595001323,3.694788555,2.047900088,1.135844793,5.712619423,3.526081609,33.44708337,3.991223157,1.061869192,54.58015629,85.32766242,160.6992201,0.831560262,2.185606467,2.918709994,0.498936157,1.350054716,34.61685582,1.850986618,9.475130246,34.26640307,1.750800237,6.558549046,1.188266352,2.694787446,14.72580131,1063.629705,15.19865974,3.522888417,1.592471164,0.844732176,60.56832152,236.4860258,16.40369035,6.975393574,53.14188966,3.007054956,0.891432601,51.74965821,38.75855812,30.09662729,7.241359808,3.325841898,0.843002531,0.498936157,19.87562075,21.18403093,26.23925207,8.752271542,55.6533347,6.051496861,2.850721627,6.00719133,0.7244553,2.506655253,118.1434252,13.33729525,0.498936157,0.986163946,1.747873145,0.498936157,4.312005843,3.667912527,3.775815787,3.773420893
0,3.139390025,6.668396834,29.92456514,1.817802213,6.935677787,7.271285624,1.896186201,2.75583821,26.62990419,13.09903146,47.66383655,14.29782281,4.67697524,50.79612518,66.09965832,252.7809133,0.566997983,5.583957052,15.5402973,1.889276741,1.344312258,0.4271198,1.028818627,16.58043977,75.33346096,4.37725821,2.139168885,1.058836393,5.620615577,21.50984062,321.7078076,15.52164176,14.16477732,0.622619138,1.606295959,25.11070582,224.6834782,6.698376214,10.47439623,43.5807678,3.213436407,4.301062218,56.30979767,7.028379712,50.03293692,1.608944585,4.180146664,2.440498123,0.239911813,8.640663869,5.020375413,69.56793865,12.4076632,73.76969657,2.627015163,4.643387586,11.89636314,5.626872477,0.710215739,133.4988326,9.683531732,1.810508894,2.218666064,2.449902666,0.888633357,3.122346689,0.143947088,5.582920633,5.405501049
0,2.961950614,12.54674155,53.10849674,1.688820692,8.818450847,7.447143218,2.56277668,2.322615749,16.68867125,4.175989253,67.49578817,13.29738552,3.789536359,28.78227703,41.72696145,162.8516805,1.210858378,3.447401927,14.85150681,1.718674101,1.612597039,18.09732128,1.14581693,17.5358515,64.02468817,2.182992073,1.309343852,1.578742657,4.85235876,22.61657345,477.788425,20.91964822,9.130321513,0.638924509,0.964439517,32.42921463,135.2174774,4.474523344,5.34765862,54.82860709,1.615879888,1.131454465,36.21844322,6.230642443,17.10466978,1.399314435,2.529230065,1.300213428,0.384708881,5.97478539,3.674944407,27.14444309,13.16914923,89.21706711,4.525510095,4.162550089,14.3164024,1.199265817,0.384708881,112.3604352,8.852510407,1.337863604,2.280862012,2.83381691,1.339607617,9.554014227,0.641181468,4.052266877,3.875711148
0,2.283371295,7.339919349,53.4070129,0.821248345,2.257566239,10.07319475,3.065306995,4.46728356,18.76341515,5.562281354,82.42278641,10.26635655,4.972231916,30.60129631,43.47265523,181.7561261,3.420559863,5.797143336,3.877757419,2.978210844,1.314684179,0.732451481,2.114346546,27.79999237,40.98264725,8.052093093,1.434322826,1.258037339,5.020833072,54.14492628,274.2246996,25.35966485,23.48587113,0.204412671,2.874238384,76.46208024,202.3469251,21.43958583,16.1357148,61.71525959,0.629460201,0.622461111,56.16086039,1.097646982,61.99617166,2.180151073,1.919418623,1.286458877,0.376446374,20.87445838,18.31717411,51.30254357,49.00481433,146.8403815,3.252221941,7.441013679,14.6608365,0.816636795,0.800643548,89.19326112,4.133976436,0.833872872,3.089869221,2.124125648,4.673233414,22.65333921,0.122647602,7.750837875,7.494553446
0,2.717586346,0.281823101,55.6452724,0.913242123,6.152581577,14.07559842,3.842037973,5.674068497,40.27712051,8.099235193,72.06315898,30.84055579,10.88743514,103.9627383,95.06691325,251.583798,2.751044384,6.984297913,4.315906608,4.093063446,2.144245429,4.734988833,2.171841547,46.13714716,72.84960325,2.547094642,0.603371987,1.501824033,1.616717675,78.9588968,378.031195,29.7506444,13.8085654,0.543400031,2.254178984,17.90374815,280.6749313,5.123408704,41.65056848,6.257149221,1.523738597,1.000765105,52.13145688,0.857508786,144.289099,2.869319903,3.559313038,1.723945728,0.169093861,3.387378401,5.108889177,110.916915,33.33336003,111.7648193,5.491356945,13.58337747,20.62841389,1.966989971,0.169093861,126.9621638,6.056716631,1.76385188,7.004363718,1.823463102,1.990031828,5.305849706,0.281823101,3.29246038,3.133061234
0,2.518329967,14.77524061,13.45897803,7.56138773,1.273167777,6.320329807,0.452676511,0.754460852,3.697823885,7.922804657,24.72603604,8.785907872,0.978746974,8.092648884,48.40789826,35.36200264,0.452676511,2.498653628,1.706530091,0.754460852,0.754460852,3.483315576,0.754460852,5.245253271,36.08423292,1.204964516,2.233204122,0.452676511,0.711486762,8.089751754,126.8305428,6.206496754,0.452676511,1.077370097,0.754460852,15.79080528,35.67670335,4.647961704,0.452676511,139.0776756,1.521596647,0.830510506,8.089027472,69.76517606,23.80788736,3.097514474,11.83103258,0.776551466,0.897385916,6.475084817,25.24751938,9.48628897,6.761659227,55.34797239,4.101007765,0.452676511,1.434441329,0.754460852,0.754460852,273.7937225,15.61420108,0.754460852,0.811317022,0.452676511,0.754460852,2.224150592,1.990690226,2.878177615,3.281965063
1,3.653953491,19.47161994,34.92218725,8.623171358,5.670385588,4.884394133,2.724812187,1.128056357,13.15651126,4.452697251,30.89277245,8.9271884,1.604438571,209.6465876,72.38652559,251.8936675,0.738170311,1.29174578,0.981300323,0.974767379,0.988512692,25.26487712,0.900396355,4.870805611,19.2926173,1.505137835,0.878079821,1.954552059,1.057396044,14.31707554,438.1219536,9.733562637,2.006240705,1.974255416,0.977903192,77.8762361,280.0841534,21.320077,6.774243924,21.6131187,1.63318352,0.510144464,59.4035293,29.35068429,125.1170455,2.470811358,3.737418373,0.569045479,0.195988294,4.82847214,3.499566979,41.72940947,11.75616183,66.95007163,5.118273497,1.759556772,5.810713206,0.306473428,0.294870921,105.1168843,8.89520311,0.417167617,1.054417022,2.237245575,0.549394386,5.835120282,0.326647157,1.354200717,1.408450277
1,1.635370611,15.76271996,87.31617247,2.485421142,3.490667915,5.956841015,2.164549166,2.450917245,18.09936087,9.60078037,43.10463376,14.73551616,4.664014249,201.7777862,84.47765671,331.1904941,2.676547062,4.996934072,2.518214101,2.052268926,0.734348416,7.052838739,0.948714564,19.14545626,28.76134991,1.160585595,1.00774189,1.564366726,1.808175248,37.41591083,596.2727352,13.07269927,4.690177327,1.954246494,3.419592741,71.6563226,88.31892413,19.49954893,11.83141448,12.40579028,7.705561203,2.02517909,68.8837492,34.92628364,8.087385309,7.401941175,1.969502348,0.588562326,0.267333905,14.57611386,7.364657006,43.13379098,12.53546505,55.70803727,10.96760516,2.607610559,35.63090452,1.919314863,1.018577824,99.33935447,8.80277084,0.394014532,3.025293052,2.550080302,0.926614961,6.361049881,3.657698139,2.330795211,2.26763312
1,2.7314777,9.958276013,43.6076527,0.988786424,9.560013838,4.665131032,1.665814554,2.382264841,17.58214189,12.21008232,62.48022025,20.99904513,6.948629664,259.5473714,87.98561858,291.1810531,0.649833165,10.25169352,1.665779418,2.502534045,1.234524903,2.229530331,1.051468358,10.98381429,30.54858856,1.696909571,1.316917915,0.750426425,2.306090832,15.89159187,294.6428597,12.60033358,10.98149534,0.884187704,5.321956184,166.994615,217.6843425,46.55338737,15.1493169,13.5665278,4.415492501,4.863822924,45.71958413,5.07161494,6.521907643,0.3226152,2.537915607,0.802040641,0.219597582,24.39651838,19.20885051,51.33379835,16.15823603,69.30963478,0.801232522,3.698655722,34.56817297,4.863822924,3.27073909,38.85282045,8.041628317,0.418359745,1.13210459,2.438938585,0.907342073,21.16024732,0.131758549,3.175521578,3.142318424
1,0.308956265,13.34304026,91.50090359,1.965290121,3.583088877,8.655469886,1.326674684,4.314343911,18.84322505,15.19488656,35.65212778,22.90285229,10.0954533,175.0874203,69.71134758,255.8503375,1.229880996,13.20281437,2.69364067,3.823823492,1.199654077,5.710017027,1.323533786,30.13140895,34.50272807,2.367662765,1.170068847,0.994381211,3.009115142,48.0160185,283.1274134,17.61506649,0.898465623,1.086480439,12.89774201,63.96607144,59.7948579,17.5298232,24.66094448,0.446986901,1.623236224,4.916281768,49.18247362,7.385871731,13.81849788,1.562985024,3.750806062,0.522503539,0.385148366,28.26274365,27.46475298,43.4910318,17.55116779,87.58764895,2.89121327,0.401866047,40.11493822,5.618660807,4.999768857,89.63277866,5.735785898,1.204044579,3.088177955,1.984642104,4.508708068,14.13728212,0.211081838,3.509125801,3.039274515
1,2.847406333,18.99670552,56.14831895,2.561429633,7.734958536,7.177683426,1.962164618,3.306114232,20.95518921,15.64564755,53.29655003,18.38185335,5.749890333,153.1479528,92.86440073,351.4480046,1.126274675,0.671702145,4.734498091,2.033011222,1.716087417,12.97101786,1.958938121,18.26492691,28.77889913,2.326440675,0.63384761,1.545991948,3.564779316,20.21982055,362.5019833,19.28754469,1.257970285,1.426293453,4.971259351,49.23761679,74.068965,13.22454781,10.28416384,20.63072176,2.214013159,7.360412221,64.74661538,12.94588754,62.41753897,4.616390123,6.041274824,0.992488658,0.284022624,11.79966311,17.28970683,70.64301594,20.22881839,107.786495,11.81429596,0.704103446,33.38815461,8.77448134,0.931139771,218.7952607,6.900113796,0.98962571,1.204755806,1.541583916,2.145529624,6.615636735,0.170413574,1.582346843,1.613975603
1,2.689004091,11.76692686,28.93128706,3.436293721,3.548968583,2.910789566,1.273462081,0.958248695,12.71443825,5.676692357,36.05337202,8.399824144,2.104021509,229.0606894,66.91184922,275.6235653,0.557716067,1.857241728,1.740022447,1.120243871,0.423121065,6.378983327,0.816302426,4.846578461,18.47841018,0.861434746,1.122293315,0.595452567,1.662589109,11.70611183,373.313607,5.328910633,1.882993437,1.261209971,1.154148802,22.77337636,155.7386251,6.219884104,15.00054839,59.38513274,4.11323396,2.440308526,37.62948351,21.82840449,56.39566235,0.405344366,4.971906412,0.797723772,0.167074233,10.60422385,11.24841754,40.79057255,6.276021046,29.28744477,0.923051723,0.66228226,3.457901988,1.425789229,0.70001876,60.21408825,10.82297972,0.653148869,0.860009046,1.71302325,0.903982984,2.872473875,2.924912908,3.339568878,3.141262901
1,1.071173277,10.84965721,35.04762695,1.404486679,5.105642296,2.153820337,1.589883893,0.861633311,12.92191807,5.191026366,31.78615626,9.420406278,2.336349105,162.1772405,55.85365953,199.5390339,0.767452674,6.382722174,1.333492646,2.048787413,0.524543122,21.21014879,0.817411438,9.336599853,18.56266893,1.103682329,1.209480172,1.131267217,1.471656118,13.98266932,398.5625124,10.97878507,1.891835621,0.693924847,0.98741466,31.72988692,133.3703954,8.657782154,10.72339778,15.68905992,3.327923011,2.828717827,46.520454,28.84456509,36.2319126,1.870656929,1.942129037,1.138294909,0.298796438,8.859911968,11.54085703,25.38560192,11.51547128,46.35527933,4.268868849,1.19351249,5.438860084,1.896520749,0.875927733,55.52216281,6.529730022,0.37093785,1.079252733,2.282661361,0.540271767,7.534594393,1.694056283,3.150461831,2.944411807
