Estimator,Classifier,Scores,Max,Std,SEM,Median,Hyperparameters,Selected_Features,Numbers_of_Features,Way_of_Selection
CatBoostClassifier,CatBoostClassifier,"[1.0, 0.674199862463242, 0.8819171036881969, 0.8728715609439694, 1.0, 1.0, 0.8819171036881969, 1.0, 0.8728715609439694, 0.7321428571428571, 1.0, 0.8819171036881969, 0.8819171036881969, 0.8728715609439694, 0.7321428571428571, 0.8819171036881969, 1.0, 0.8819171036881969, 0.8728715609439694, 0.7321428571428571, 0.7745966692414834, 0.8819171036881969, 0.8819171036881969, 1.0, 1.0, 1.0, 1.0, 0.8819171036881969, 0.472455591261534, 0.875, 0.5163977794943222, 1.0, 1.0, 1.0, 0.7321428571428571, 0.8819171036881969, 0.629940788348712, 0.75, 1.0, 0.6071428571428571, 0.75, 1.0, 1.0, 0.8728715609439694, 0.8728715609439694, 0.75, 1.0, 0.8819171036881969, 0.8728715609439694, 1.0]",1.0,0.13283598631779614,0.018976569473970875,0.8819171036881969,"[{'iterations': 641, 'learning_rate': 0.2140013386451886, 'depth': 1, 'l2_leaf_reg': 1.1351985224628731, 'border_count': 18, 'bagging_temperature': 3.2870896750883234, 'random_strength': 8.676289280904331, 'leaf_estimation_method': 'Newton', 'verbose': 0, 'model_size_reg': 1.4265037149598991, 'rsm': 0.9107210313641125, 'thread_count': 1, 'loss_function': 'CrossEntropy'}
 {'iterations': 677, 'learning_rate': 0.03244835337896507, 'depth': 2, 'l2_leaf_reg': 1.6273557227293374, 'border_count': 95, 'bagging_temperature': 8.558864980371538, 'random_strength': 1.471576438753418, 'leaf_estimation_method': 'Gradient', 'verbose': 0, 'model_size_reg': 0.6545023715577845, 'rsm': 0.11680562133142477, 'thread_count': 1, 'loss_function': 'Logloss'}
 {'iterations': 131, 'learning_rate': 0.16778820055360372, 'depth': 1, 'l2_leaf_reg': 1.5078149785711017, 'border_count': 127, 'bagging_temperature': 3.701466745070945, 'random_strength': 5.28961177487968, 'leaf_estimation_method': 'Newton', 'verbose': 0, 'model_size_reg': 1.9145883264735823, 'rsm': 0.434825225749244, 'thread_count': 1, 'loss_function': 'Logloss'}
 {'iterations': 573, 'learning_rate': 0.09497886367547005, 'depth': 2, 'l2_leaf_reg': 0.6985945668878375, 'border_count': 33, 'bagging_temperature': 7.7482882479506925, 'random_strength': 5.56287733448315, 'leaf_estimation_method': 'Newton', 'verbose': 0, 'model_size_reg': 1.4378189143941538, 'rsm': 0.8023465800214914, 'thread_count': 1, 'loss_function': 'Logloss'}
 {'iterations': 629, 'learning_rate': 0.3090066448062988, 'depth': 1, 'l2_leaf_reg': 1.7144788573204393, 'border_count': 143, 'bagging_temperature': 2.54130707237913, 'random_strength': 7.2282430418676835, 'leaf_estimation_method': 'Newton', 'verbose': 0, 'model_size_reg': 1.7011479300160237, 'rsm': 0.30865254532135755, 'thread_count': 1, 'loss_function': 'CrossEntropy'}
 {'iterations': 526, 'learning_rate': 0.16410150107692897, 'depth': 1, 'l2_leaf_reg': 1.9927275078157192, 'border_count': 58, 'bagging_temperature': 6.456306033048242, 'random_strength': 1.4655499111136567, 'leaf_estimation_method': 'Newton', 'verbose': 0, 'model_size_reg': 0.5787387538308031, 'rsm': 0.30017723321707185, 'thread_count': 1, 'loss_function': 'Logloss'}
 {'iterations': 414, 'learning_rate': 0.05538869947320696, 'depth': 1, 'l2_leaf_reg': 1.704322940259857, 'border_count': 7, 'bagging_temperature': 9.489054465620566, 'random_strength': 2.043391786343865, 'leaf_estimation_method': 'Gradient', 'verbose': 0, 'model_size_reg': 0.5696113184536282, 'rsm': 0.742410541374688, 'thread_count': 1, 'loss_function': 'Logloss'}
 {'iterations': 696, 'learning_rate': 0.36225620646855416, 'depth': 1, 'l2_leaf_reg': 1.899339518524355, 'border_count': 67, 'bagging_temperature': 0.6181150197512171, 'random_strength': 5.24726492809705, 'leaf_estimation_method': 'Newton', 'verbose': 0, 'model_size_reg': 1.1632060843402727, 'rsm': 0.7776188484944573, 'thread_count': 1, 'loss_function': 'Logloss'}
 {'iterations': 337, 'learning_rate': 0.30950728960321267, 'depth': 1, 'l2_leaf_reg': 0.18547268628707353, 'border_count': 7, 'bagging_temperature': 3.725874716948874, 'random_strength': 3.397951132498012, 'leaf_estimation_method': 'Newton', 'verbose': 0, 'model_size_reg': 1.5469547657289133, 'rsm': 0.1642332403213923, 'thread_count': 1, 'loss_function': 'Logloss'}
 {'iterations': 268, 'learning_rate': 0.48735102645858525, 'depth': 2, 'l2_leaf_reg': 1.5873005196376508, 'border_count': 11, 'bagging_temperature': 4.257965133455395, 'random_strength': 4.347350183520877, 'leaf_estimation_method': 'Gradient', 'verbose': 0, 'model_size_reg': 1.2604446889217704, 'rsm': 0.7481691229626143, 'thread_count': 1, 'loss_function': 'CrossEntropy'}
 {'iterations': 500, 'learning_rate': 0.38118493736240455, 'depth': 1, 'l2_leaf_reg': 0.7120319262963624, 'border_count': 240, 'bagging_temperature': 0.24234236538710707, 'random_strength': 4.722766391745059, 'leaf_estimation_method': 'Newton', 'verbose': 0, 'model_size_reg': 0.49655467821862764, 'rsm': 0.2552079261758499, 'thread_count': 1, 'loss_function': 'CrossEntropy'}
 {'iterations': 607, 'learning_rate': 0.47768354404464003, 'depth': 2, 'l2_leaf_reg': 1.7365534088171046, 'border_count': 136, 'bagging_temperature': 3.17705908585395, 'random_strength': 4.174646139292804, 'leaf_estimation_method': 'Gradient', 'verbose': 0, 'model_size_reg': 0.5627516378071088, 'rsm': 0.10098791308842892, 'thread_count': 1, 'loss_function': 'CrossEntropy'}
 {'iterations': 237, 'learning_rate': 0.17764988426570308, 'depth': 1, 'l2_leaf_reg': 1.1722949147102453, 'border_count': 235, 'bagging_temperature': 1.393948771632153, 'random_strength': 0.7847208414988502, 'leaf_estimation_method': 'Gradient', 'verbose': 0, 'model_size_reg': 0.23488256294991722, 'rsm': 0.2909294730947851, 'thread_count': 1, 'loss_function': 'CrossEntropy'}
 {'iterations': 539, 'learning_rate': 0.14037405319168256, 'depth': 2, 'l2_leaf_reg': 1.073675965008373, 'border_count': 209, 'bagging_temperature': 2.6982704571633516, 'random_strength': 0.33446642535983573, 'leaf_estimation_method': 'Newton', 'verbose': 0, 'model_size_reg': 1.4481098424074612, 'rsm': 0.19668890419944743, 'thread_count': 1, 'loss_function': 'Logloss'}
 {'iterations': 451, 'learning_rate': 0.09974725687826266, 'depth': 3, 'l2_leaf_reg': 1.5901637209024444, 'border_count': 155, 'bagging_temperature': 5.816110422684015, 'random_strength': 5.731183629348713, 'leaf_estimation_method': 'Newton', 'verbose': 0, 'model_size_reg': 0.5076150199202202, 'rsm': 0.12991439902174046, 'thread_count': 1, 'loss_function': 'CrossEntropy'}
 {'iterations': 657, 'learning_rate': 0.28648624763802644, 'depth': 1, 'l2_leaf_reg': 1.4627617399133777, 'border_count': 15, 'bagging_temperature': 6.861239678460761, 'random_strength': 9.020403610568925, 'leaf_estimation_method': 'Gradient', 'verbose': 0, 'model_size_reg': 0.4954192265437699, 'rsm': 0.9369461999876799, 'thread_count': 1, 'loss_function': 'CrossEntropy'}
 {'iterations': 119, 'learning_rate': 0.1870593190044024, 'depth': 2, 'l2_leaf_reg': 1.288044039266459, 'border_count': 254, 'bagging_temperature': 3.082233758620854, 'random_strength': 0.9630896718472075, 'leaf_estimation_method': 'Gradient', 'verbose': 0, 'model_size_reg': 0.013423771300731108, 'rsm': 0.36345240136713935, 'thread_count': 1, 'loss_function': 'Logloss'}
 {'iterations': 71, 'learning_rate': 0.17143681391914825, 'depth': 2, 'l2_leaf_reg': 1.1342780639997225, 'border_count': 139, 'bagging_temperature': 5.8228879793553885, 'random_strength': 1.6472524190132072, 'leaf_estimation_method': 'Newton', 'verbose': 0, 'model_size_reg': 0.8542289043735902, 'rsm': 0.6862925612626186, 'thread_count': 1, 'loss_function': 'CrossEntropy'}
 {'iterations': 366, 'learning_rate': 0.348164671437364, 'depth': 1, 'l2_leaf_reg': 1.8302311566920366, 'border_count': 7, 'bagging_temperature': 9.51112063667679, 'random_strength': 8.681740989732424, 'leaf_estimation_method': 'Gradient', 'verbose': 0, 'model_size_reg': 1.8675499063195682, 'rsm': 0.2841665330257623, 'thread_count': 1, 'loss_function': 'CrossEntropy'}
 {'iterations': 247, 'learning_rate': 0.19365598638586634, 'depth': 1, 'l2_leaf_reg': 0.3660338361725979, 'border_count': 41, 'bagging_temperature': 2.7605941947323585, 'random_strength': 2.6558843185628147, 'leaf_estimation_method': 'Gradient', 'verbose': 0, 'model_size_reg': 0.34272574671153444, 'rsm': 0.961926895030627, 'thread_count': 1, 'loss_function': 'Logloss'}
 {'iterations': 535, 'learning_rate': 0.3837828822440411, 'depth': 1, 'l2_leaf_reg': 0.2046813258971317, 'border_count': 162, 'bagging_temperature': 6.421347619697461, 'random_strength': 9.998566512837712, 'leaf_estimation_method': 'Newton', 'verbose': 0, 'model_size_reg': 0.0028214440420092496, 'rsm': 0.8405746296925908, 'thread_count': 1, 'loss_function': 'Logloss'}
 {'iterations': 335, 'learning_rate': 0.17635959527342132, 'depth': 3, 'l2_leaf_reg': 1.3096574142031323, 'border_count': 199, 'bagging_temperature': 3.4773440605728285, 'random_strength': 0.12005199238231512, 'leaf_estimation_method': 'Gradient', 'verbose': 0, 'model_size_reg': 1.1350111054281031, 'rsm': 0.4836227415613638, 'thread_count': 1, 'loss_function': 'Logloss'}
 {'iterations': 347, 'learning_rate': 0.3330181521501424, 'depth': 2, 'l2_leaf_reg': 1.307371432655892, 'border_count': 10, 'bagging_temperature': 2.0839996887465086, 'random_strength': 8.646809780921537, 'leaf_estimation_method': 'Newton', 'verbose': 0, 'model_size_reg': 0.8608694968256341, 'rsm': 0.520826311503011, 'thread_count': 1, 'loss_function': 'CrossEntropy'}
 {'iterations': 291, 'learning_rate': 0.05187734575426461, 'depth': 2, 'l2_leaf_reg': 1.7265024053082518, 'border_count': 151, 'bagging_temperature': 3.1471943777556435, 'random_strength': 2.160636743566815, 'leaf_estimation_method': 'Gradient', 'verbose': 0, 'model_size_reg': 1.8447867814337597, 'rsm': 0.4063890167036142, 'thread_count': 1, 'loss_function': 'Logloss'}
 {'iterations': 688, 'learning_rate': 0.01958936148028978, 'depth': 2, 'l2_leaf_reg': 0.305830446283259, 'border_count': 10, 'bagging_temperature': 0.04668717937037847, 'random_strength': 7.686190845440872, 'leaf_estimation_method': 'Gradient', 'verbose': 0, 'model_size_reg': 1.8470697032886554, 'rsm': 0.0711581618019062, 'thread_count': 1, 'loss_function': 'Logloss'}
 {'iterations': 387, 'learning_rate': 0.2107994640177529, 'depth': 1, 'l2_leaf_reg': 0.3741870441851499, 'border_count': 31, 'bagging_temperature': 2.5322315603229146, 'random_strength': 1.6849104436377713, 'leaf_estimation_method': 'Gradient', 'verbose': 0, 'model_size_reg': 0.5848413159939866, 'rsm': 0.16245977254399876, 'thread_count': 1, 'loss_function': 'CrossEntropy'}
 {'iterations': 161, 'learning_rate': 0.3133466959014679, 'depth': 2, 'l2_leaf_reg': 1.3002017287991334, 'border_count': 221, 'bagging_temperature': 0.004814842468405023, 'random_strength': 1.9645637779281881, 'leaf_estimation_method': 'Newton', 'verbose': 0, 'model_size_reg': 1.138041465384929, 'rsm': 0.39344407201976617, 'thread_count': 1, 'loss_function': 'Logloss'}
 {'iterations': 578, 'learning_rate': 0.04110006342450503, 'depth': 1, 'l2_leaf_reg': 0.44448324329672906, 'border_count': 30, 'bagging_temperature': 5.510683621019423, 'random_strength': 7.250669177583038, 'leaf_estimation_method': 'Newton', 'verbose': 0, 'model_size_reg': 0.7304935121052563, 'rsm': 0.10582263225212668, 'thread_count': 1, 'loss_function': 'CrossEntropy'}
 {'iterations': 533, 'learning_rate': 0.3375621532377433, 'depth': 2, 'l2_leaf_reg': 1.8241953412166023, 'border_count': 25, 'bagging_temperature': 1.7783245524697526, 'random_strength': 5.534590815352496, 'leaf_estimation_method': 'Newton', 'verbose': 0, 'model_size_reg': 0.18031675381519752, 'rsm': 0.4445163446894754, 'thread_count': 1, 'loss_function': 'Logloss'}
 {'iterations': 391, 'learning_rate': 0.4627772080908967, 'depth': 1, 'l2_leaf_reg': 1.9303745722982797, 'border_count': 181, 'bagging_temperature': 5.795399471669135, 'random_strength': 0.6334368520659469, 'leaf_estimation_method': 'Newton', 'verbose': 0, 'model_size_reg': 0.747097727667146, 'rsm': 0.27642628929840984, 'thread_count': 1, 'loss_function': 'CrossEntropy'}
 {'iterations': 674, 'learning_rate': 0.2879311816005794, 'depth': 1, 'l2_leaf_reg': 1.6570356381331541, 'border_count': 14, 'bagging_temperature': 2.0165425860855914, 'random_strength': 9.982370256266087, 'leaf_estimation_method': 'Gradient', 'verbose': 0, 'model_size_reg': 0.6410608636572613, 'rsm': 0.8423711306348916, 'thread_count': 1, 'loss_function': 'Logloss'}
 {'iterations': 231, 'learning_rate': 0.21447287220720632, 'depth': 2, 'l2_leaf_reg': 1.439039309089294, 'border_count': 145, 'bagging_temperature': 1.74270849975696, 'random_strength': 4.378687605098467, 'leaf_estimation_method': 'Gradient', 'verbose': 0, 'model_size_reg': 0.8406024554573999, 'rsm': 0.12963144060592763, 'thread_count': 1, 'loss_function': 'CrossEntropy'}
 {'iterations': 553, 'learning_rate': 0.3610382366420342, 'depth': 1, 'l2_leaf_reg': 0.03745860141095841, 'border_count': 110, 'bagging_temperature': 3.004759294793915, 'random_strength': 3.651296325042813, 'leaf_estimation_method': 'Newton', 'verbose': 0, 'model_size_reg': 0.7629517784997613, 'rsm': 0.40770297923673454, 'thread_count': 1, 'loss_function': 'CrossEntropy'}
 {'iterations': 313, 'learning_rate': 0.13829231472794107, 'depth': 2, 'l2_leaf_reg': 0.4159412708611838, 'border_count': 83, 'bagging_temperature': 3.6793152178705046, 'random_strength': 0.21640844677984886, 'leaf_estimation_method': 'Newton', 'verbose': 0, 'model_size_reg': 1.3524773501080176, 'rsm': 0.7355785108339795, 'thread_count': 1, 'loss_function': 'CrossEntropy'}
 {'iterations': 577, 'learning_rate': 0.3212685990851947, 'depth': 3, 'l2_leaf_reg': 0.5251537459556198, 'border_count': 101, 'bagging_temperature': 5.364669815720134, 'random_strength': 8.506598697909945, 'leaf_estimation_method': 'Gradient', 'verbose': 0, 'model_size_reg': 1.7990919912695953, 'rsm': 0.16403394463835952, 'thread_count': 1, 'loss_function': 'Logloss'}
 {'iterations': 665, 'learning_rate': 0.29427329731200313, 'depth': 3, 'l2_leaf_reg': 0.06775393239270928, 'border_count': 154, 'bagging_temperature': 3.262693397306192, 'random_strength': 2.048984390771729, 'leaf_estimation_method': 'Gradient', 'verbose': 0, 'model_size_reg': 1.2011354544557376, 'rsm': 0.5990501387350007, 'thread_count': 1, 'loss_function': 'CrossEntropy'}
 {'iterations': 469, 'learning_rate': 0.3435685993347924, 'depth': 2, 'l2_leaf_reg': 1.7792675589525435, 'border_count': 61, 'bagging_temperature': 7.160034440656442, 'random_strength': 1.4100963637520665, 'leaf_estimation_method': 'Newton', 'verbose': 0, 'model_size_reg': 0.3526291093353573, 'rsm': 0.4875117048833586, 'thread_count': 1, 'loss_function': 'CrossEntropy'}
 {'iterations': 117, 'learning_rate': 0.4216261502702448, 'depth': 1, 'l2_leaf_reg': 0.07055006879399572, 'border_count': 248, 'bagging_temperature': 7.323287823688764, 'random_strength': 4.945472518605605, 'leaf_estimation_method': 'Gradient', 'verbose': 0, 'model_size_reg': 1.9451843688078505, 'rsm': 0.25810539585732084, 'thread_count': 1, 'loss_function': 'Logloss'}
 {'iterations': 56, 'learning_rate': 0.4023276019849423, 'depth': 1, 'l2_leaf_reg': 1.5140934418572936, 'border_count': 186, 'bagging_temperature': 4.153833966447449, 'random_strength': 1.6731799176254494, 'leaf_estimation_method': 'Newton', 'verbose': 0, 'model_size_reg': 0.930204778804945, 'rsm': 0.9970568314638901, 'thread_count': 1, 'loss_function': 'Logloss'}
 {'iterations': 532, 'learning_rate': 0.1348265497195012, 'depth': 2, 'l2_leaf_reg': 1.599588548562895, 'border_count': 166, 'bagging_temperature': 6.374582894800831, 'random_strength': 6.739467566536615, 'leaf_estimation_method': 'Newton', 'verbose': 0, 'model_size_reg': 0.9831555714207028, 'rsm': 0.5103185886253144, 'thread_count': 1, 'loss_function': 'CrossEntropy'}
 {'iterations': 453, 'learning_rate': 0.23627306965285103, 'depth': 3, 'l2_leaf_reg': 0.3540037853476868, 'border_count': 118, 'bagging_temperature': 6.449534646514209, 'random_strength': 0.3625385671599125, 'leaf_estimation_method': 'Gradient', 'verbose': 0, 'model_size_reg': 1.4520254553166847, 'rsm': 0.2791755249444342, 'thread_count': 1, 'loss_function': 'Logloss'}
 {'iterations': 631, 'learning_rate': 0.014961018075709095, 'depth': 6, 'l2_leaf_reg': 0.1693653505234104, 'border_count': 174, 'bagging_temperature': 4.215975109960685, 'random_strength': 2.1304662060640807, 'leaf_estimation_method': 'Gradient', 'verbose': 0, 'model_size_reg': 0.8470120145594361, 'rsm': 0.5980562997334756, 'thread_count': 1, 'loss_function': 'Logloss'}
 {'iterations': 689, 'learning_rate': 0.21878700248167124, 'depth': 1, 'l2_leaf_reg': 0.6761097474693649, 'border_count': 230, 'bagging_temperature': 7.180490623816107, 'random_strength': 0.8652532468590919, 'leaf_estimation_method': 'Newton', 'verbose': 0, 'model_size_reg': 1.7341727455241087, 'rsm': 0.5753315251689475, 'thread_count': 1, 'loss_function': 'CrossEntropy'}
 {'iterations': 566, 'learning_rate': 0.40416246827059943, 'depth': 1, 'l2_leaf_reg': 1.1113443798304918, 'border_count': 61, 'bagging_temperature': 5.923682709717627, 'random_strength': 4.638342169336873, 'leaf_estimation_method': 'Gradient', 'verbose': 0, 'model_size_reg': 1.731545519694123, 'rsm': 0.3999121982595485, 'thread_count': 1, 'loss_function': 'Logloss'}
 {'iterations': 228, 'learning_rate': 0.25689333146809024, 'depth': 4, 'l2_leaf_reg': 1.0355506547282158, 'border_count': 34, 'bagging_temperature': 7.508398935273683, 'random_strength': 5.128705692269203, 'leaf_estimation_method': 'Gradient', 'verbose': 0, 'model_size_reg': 0.4220679007732932, 'rsm': 0.5637947839167924, 'thread_count': 1, 'loss_function': 'CrossEntropy'}
 {'iterations': 346, 'learning_rate': 0.24734568804909962, 'depth': 1, 'l2_leaf_reg': 0.7041797748252774, 'border_count': 223, 'bagging_temperature': 6.35286144545575, 'random_strength': 6.468555288947071, 'leaf_estimation_method': 'Newton', 'verbose': 0, 'model_size_reg': 0.3482883856292244, 'rsm': 0.10972506344290162, 'thread_count': 1, 'loss_function': 'CrossEntropy'}
 {'iterations': 469, 'learning_rate': 0.12124837573815783, 'depth': 2, 'l2_leaf_reg': 1.4557971657345987, 'border_count': 181, 'bagging_temperature': 2.1318579613634943, 'random_strength': 4.252076201456967, 'leaf_estimation_method': 'Newton', 'verbose': 0, 'model_size_reg': 0.7883375603795466, 'rsm': 0.19372914719818846, 'thread_count': 1, 'loss_function': 'CrossEntropy'}
 {'iterations': 517, 'learning_rate': 0.2898376655183571, 'depth': 3, 'l2_leaf_reg': 1.3087409741335385, 'border_count': 38, 'bagging_temperature': 6.415647773836503, 'random_strength': 8.22069279948019, 'leaf_estimation_method': 'Newton', 'verbose': 0, 'model_size_reg': 1.0416134097761662, 'rsm': 0.2122631447101439, 'thread_count': 1, 'loss_function': 'Logloss'}
 {'iterations': 61, 'learning_rate': 0.09866499790149683, 'depth': 2, 'l2_leaf_reg': 0.7246294775675283, 'border_count': 242, 'bagging_temperature': 1.857278134035415, 'random_strength': 1.4353581212699984, 'leaf_estimation_method': 'Newton', 'verbose': 0, 'model_size_reg': 0.2706217589397885, 'rsm': 0.9614310655061524, 'thread_count': 1, 'loss_function': 'Logloss'}
 {'iterations': 618, 'learning_rate': 0.2011676416610079, 'depth': 2, 'l2_leaf_reg': 0.5971256604491095, 'border_count': 171, 'bagging_temperature': 2.162151362066017, 'random_strength': 7.516628562789972, 'leaf_estimation_method': 'Newton', 'verbose': 0, 'model_size_reg': 0.7208953878849372, 'rsm': 0.8807225623960493, 'thread_count': 1, 'loss_function': 'Logloss'}]",,509,full
DecisionTreeClassifier,DecisionTreeClassifier,"[0.5, 0.1259881576697424, 0.3779644730092272, 0.49099025303098287, 0.7637626158259733, 0.7745966692414834, 0.674199862463242, 0.674199862463242, 0.6071428571428571, 0.600099198148979, -0.1259881576697424, 0.8819171036881969, 0.40451991747794525, 0.19642857142857142, 0.600099198148979, 0.5163977794943222, 0.3779644730092272, 0.674199862463242, 0.6446583712203042, 0.6071428571428571, 0.3779644730092272, 0.629940788348712, 0.629940788348712, 0.600099198148979, 0.6614378277661477, 0.40451991747794525, 0.7745966692414834, 0.5163977794943222, 0.2857142857142857, 0.875, 0.16012815380508713, 0.75, 0.5, 1.0, 1.0, 0.7745966692414834, 0.5, 0.3779644730092272, 0.6071428571428571, 0.21821789023599236, 0.3779644730092272, 0.5163977794943222, 0.75, 0.600099198148979, 0.49099025303098287, 0.629940788348712, 0.75, 0.5163977794943222, 0.32732683535398854, 0.7637626158259733]",1.0,0.2209819721738787,0.031568853167696954,0.600099198148979,"[{'criterion': 'entropy', 'splitter': 'random', 'max_depth': 30, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0}
 {'criterion': 'entropy', 'splitter': 'random', 'max_depth': 48, 'min_samples_split': 3, 'min_weight_fraction_leaf': 0}
 {'criterion': 'gini', 'splitter': 'best', 'max_depth': 93, 'min_samples_split': 8, 'min_weight_fraction_leaf': 0}
 {'criterion': 'gini', 'splitter': 'best', 'max_depth': 91, 'min_samples_split': 7, 'min_weight_fraction_leaf': 0}
 {'criterion': 'gini', 'splitter': 'best', 'max_depth': 84, 'min_samples_split': 5, 'min_weight_fraction_leaf': 0}
 {'criterion': 'entropy', 'splitter': 'best', 'max_depth': 85, 'min_samples_split': 7, 'min_weight_fraction_leaf': 0}
 {'criterion': 'gini', 'splitter': 'best', 'max_depth': 15, 'min_samples_split': 8, 'min_weight_fraction_leaf': 0}
 {'criterion': 'entropy', 'splitter': 'best', 'max_depth': 34, 'min_samples_split': 9, 'min_weight_fraction_leaf': 0}
 {'criterion': 'entropy', 'splitter': 'random', 'max_depth': 66, 'min_samples_split': 3, 'min_weight_fraction_leaf': 0}
 {'criterion': 'entropy', 'splitter': 'best', 'max_depth': 48, 'min_samples_split': 6, 'min_weight_fraction_leaf': 0}
 {'criterion': 'gini', 'splitter': 'random', 'max_depth': 17, 'min_samples_split': 3, 'min_weight_fraction_leaf': 0}
 {'criterion': 'gini', 'splitter': 'best', 'max_depth': 54, 'min_samples_split': 3, 'min_weight_fraction_leaf': 0}
 {'criterion': 'gini', 'splitter': 'best', 'max_depth': 68, 'min_samples_split': 3, 'min_weight_fraction_leaf': 0}
 {'criterion': 'gini', 'splitter': 'best', 'max_depth': 39, 'min_samples_split': 8, 'min_weight_fraction_leaf': 0}
 {'criterion': 'entropy', 'splitter': 'random', 'max_depth': 64, 'min_samples_split': 3, 'min_weight_fraction_leaf': 0}
 {'criterion': 'gini', 'splitter': 'best', 'max_depth': 99, 'min_samples_split': 4, 'min_weight_fraction_leaf': 0}
 {'criterion': 'entropy', 'splitter': 'random', 'max_depth': 32, 'min_samples_split': 5, 'min_weight_fraction_leaf': 0}
 {'criterion': 'entropy', 'splitter': 'random', 'max_depth': 76, 'min_samples_split': 8, 'min_weight_fraction_leaf': 0}
 {'criterion': 'gini', 'splitter': 'best', 'max_depth': 43, 'min_samples_split': 6, 'min_weight_fraction_leaf': 0}
 {'criterion': 'gini', 'splitter': 'random', 'max_depth': 42, 'min_samples_split': 9, 'min_weight_fraction_leaf': 0}
 {'criterion': 'entropy', 'splitter': 'random', 'max_depth': 7, 'min_samples_split': 4, 'min_weight_fraction_leaf': 0}
 {'criterion': 'gini', 'splitter': 'best', 'max_depth': 22, 'min_samples_split': 3, 'min_weight_fraction_leaf': 0}
 {'criterion': 'gini', 'splitter': 'best', 'max_depth': 38, 'min_samples_split': 10, 'min_weight_fraction_leaf': 0}
 {'criterion': 'gini', 'splitter': 'best', 'max_depth': 78, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0}
 {'criterion': 'entropy', 'splitter': 'best', 'max_depth': 20, 'min_samples_split': 8, 'min_weight_fraction_leaf': 0}
 {'criterion': 'gini', 'splitter': 'best', 'max_depth': 58, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0}
 {'criterion': 'entropy', 'splitter': 'best', 'max_depth': 7, 'min_samples_split': 9, 'min_weight_fraction_leaf': 0}
 {'criterion': 'gini', 'splitter': 'random', 'max_depth': 5, 'min_samples_split': 3, 'min_weight_fraction_leaf': 0}
 {'criterion': 'gini', 'splitter': 'best', 'max_depth': 56, 'min_samples_split': 10, 'min_weight_fraction_leaf': 0}
 {'criterion': 'entropy', 'splitter': 'best', 'max_depth': 99, 'min_samples_split': 4, 'min_weight_fraction_leaf': 0}
 {'criterion': 'gini', 'splitter': 'best', 'max_depth': 47, 'min_samples_split': 3, 'min_weight_fraction_leaf': 0}
 {'criterion': 'gini', 'splitter': 'best', 'max_depth': 78, 'min_samples_split': 4, 'min_weight_fraction_leaf': 0}
 {'criterion': 'gini', 'splitter': 'random', 'max_depth': 74, 'min_samples_split': 8, 'min_weight_fraction_leaf': 0}
 {'criterion': 'entropy', 'splitter': 'best', 'max_depth': 71, 'min_samples_split': 3, 'min_weight_fraction_leaf': 0}
 {'criterion': 'entropy', 'splitter': 'random', 'max_depth': 48, 'min_samples_split': 8, 'min_weight_fraction_leaf': 0}
 {'criterion': 'entropy', 'splitter': 'best', 'max_depth': 30, 'min_samples_split': 6, 'min_weight_fraction_leaf': 0}
 {'criterion': 'gini', 'splitter': 'best', 'max_depth': 29, 'min_samples_split': 8, 'min_weight_fraction_leaf': 0}
 {'criterion': 'gini', 'splitter': 'best', 'max_depth': 63, 'min_samples_split': 5, 'min_weight_fraction_leaf': 0}
 {'criterion': 'entropy', 'splitter': 'random', 'max_depth': 82, 'min_samples_split': 6, 'min_weight_fraction_leaf': 0}
 {'criterion': 'entropy', 'splitter': 'best', 'max_depth': 77, 'min_samples_split': 5, 'min_weight_fraction_leaf': 0}
 {'criterion': 'entropy', 'splitter': 'random', 'max_depth': 37, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0}
 {'criterion': 'gini', 'splitter': 'random', 'max_depth': 55, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0}
 {'criterion': 'entropy', 'splitter': 'best', 'max_depth': 54, 'min_samples_split': 8, 'min_weight_fraction_leaf': 0}
 {'criterion': 'gini', 'splitter': 'random', 'max_depth': 81, 'min_samples_split': 5, 'min_weight_fraction_leaf': 0}
 {'criterion': 'gini', 'splitter': 'best', 'max_depth': 73, 'min_samples_split': 10, 'min_weight_fraction_leaf': 0}
 {'criterion': 'entropy', 'splitter': 'random', 'max_depth': 22, 'min_samples_split': 4, 'min_weight_fraction_leaf': 0}
 {'criterion': 'gini', 'splitter': 'best', 'max_depth': 24, 'min_samples_split': 10, 'min_weight_fraction_leaf': 0}
 {'criterion': 'entropy', 'splitter': 'random', 'max_depth': 71, 'min_samples_split': 9, 'min_weight_fraction_leaf': 0}
 {'criterion': 'entropy', 'splitter': 'random', 'max_depth': 48, 'min_samples_split': 8, 'min_weight_fraction_leaf': 0}
 {'criterion': 'entropy', 'splitter': 'random', 'max_depth': 51, 'min_samples_split': 9, 'min_weight_fraction_leaf': 0}]",,509,full
