Est,Sel_way,Fs_inner,Fs_num,Norm,Miss_vals,In_cv,Out_cv,Rnds,Trials,Class_blnc,In_scor,In_sel,MCC_mean,MCC_std,MCC_sem,MCC_med,MCC_lomean,MCC_upmean,MCC_lomed,MCC_upmed,REC_mean,REC_std,REC_sem,REC_med,REC_lomean,REC_upmean,REC_lomed,REC_upmed,SPEC_mean,SPEC_std,SPEC_sem,SPEC_med,SPEC_lomean,SPEC_upmean,SPEC_lomed,SPEC_upmed,ACC_mean,ACC_std,ACC_sem,ACC_med,ACC_lomean,ACC_upmean,ACC_lomed,ACC_upmed,BAL_ACC_mean,BAL_ACC_std,BAL_ACC_sem,BAL_ACC_med,BAL_ACC_lomean,BAL_ACC_upmean,BAL_ACC_lomed,BAL_ACC_upmed,PREC_mean,PREC_std,PREC_sem,PREC_med,PREC_lomean,PREC_upmean,PREC_lomed,PREC_upmed,F1_mean,F1_std,F1_sem,F1_med,F1_lomean,F1_upmean,F1_lomed,F1_upmed,AUC_mean,AUC_std,AUC_sem,AUC_med,AUC_lomean,AUC_upmean,AUC_lomed,AUC_upmed,AVG_PREC_mean,AVG_PREC_std,AVG_PREC_sem,AVG_PREC_med,AVG_PREC_lomean,AVG_PREC_upmean,AVG_PREC_lomed,AVG_PREC_upmed
LGBMClassifier,mrmr,chi2,10,minmax,median,5,5,10,100,None,matthews_corrcoef,gso_1,0.274,0.209,0.03,0.2,0.218,0.334,0.149,0.313,0.744,0.14,0.02,0.7,0.705,0.781,0.7,0.8,0.513,0.179,0.026,0.5,0.463,0.566,0.464,0.5,0.655,0.097,0.014,0.625,0.63,0.682,0.625,0.688,0.629,0.099,0.014,0.6,0.601,0.656,0.583,0.65,0.712,0.095,0.014,0.7,0.688,0.74,0.667,0.721,0.72,0.094,0.013,0.717,0.694,0.746,0.7,0.743,0.695,0.124,0.018,0.683,0.662,0.73,0.667,0.733,0.802,0.098,0.014,0.813,0.775,0.828,0.791,0.843
LinearDiscriminantAnalysis,mrmr,chi2,10,minmax,median,5,5,10,100,None,matthews_corrcoef,gso_1,0.346,0.287,0.041,0.336,0.268,0.422,0.258,0.4,0.732,0.153,0.022,0.739,0.693,0.772,0.7,0.8,0.609,0.203,0.029,0.667,0.551,0.666,0.536,0.667,0.685,0.133,0.019,0.688,0.649,0.72,0.625,0.688,0.671,0.138,0.02,0.654,0.63,0.708,0.633,0.692,0.751,0.11,0.016,0.739,0.722,0.782,0.707,0.789,0.735,0.119,0.017,0.737,0.701,0.767,0.703,0.762,0.753,0.145,0.021,0.758,0.712,0.793,0.717,0.817,0.852,0.087,0.012,0.867,0.829,0.876,0.815,0.897
LogisticRegression,mrmr,chi2,10,minmax,median,5,5,10,100,None,matthews_corrcoef,gso_1,0.366,0.271,0.039,0.393,0.287,0.444,0.313,0.477,0.752,0.152,0.022,0.778,0.708,0.794,0.7,0.8,0.601,0.208,0.03,0.667,0.543,0.653,0.5,0.667,0.695,0.121,0.017,0.688,0.66,0.729,0.688,0.75,0.677,0.127,0.018,0.679,0.64,0.713,0.65,0.73,0.756,0.103,0.015,0.727,0.727,0.783,0.714,0.778,0.747,0.106,0.015,0.762,0.716,0.777,0.706,0.8,0.78,0.122,0.017,0.788,0.744,0.814,0.75,0.841,0.871,0.073,0.01,0.88,0.85,0.892,0.855,0.898
RandomForestClassifier,mrmr,chi2,10,minmax,median,5,5,10,100,None,matthews_corrcoef,gso_1,0.241,0.235,0.034,0.289,0.176,0.308,0.175,0.313,0.798,0.142,0.02,0.8,0.756,0.836,0.778,0.889,0.417,0.174,0.025,0.464,0.368,0.464,0.333,0.5,0.65,0.105,0.015,0.656,0.618,0.68,0.625,0.688,0.607,0.105,0.015,0.617,0.576,0.636,0.567,0.65,0.685,0.081,0.012,0.679,0.662,0.707,0.667,0.727,0.732,0.093,0.013,0.756,0.705,0.756,0.7,0.762,0.703,0.134,0.019,0.717,0.665,0.739,0.659,0.75,0.811,0.102,0.015,0.825,0.782,0.839,0.789,0.854
SVC,mrmr,chi2,10,minmax,median,5,5,10,100,None,matthews_corrcoef,gso_1,0.337,0.282,0.04,0.358,0.255,0.414,0.238,0.488,0.79,0.142,0.02,0.778,0.751,0.831,0.7,0.8,0.524,0.202,0.029,0.5,0.47,0.579,0.5,0.619,0.688,0.124,0.018,0.688,0.649,0.72,0.656,0.75,0.657,0.132,0.019,0.671,0.624,0.693,0.617,0.708,0.729,0.099,0.014,0.721,0.702,0.757,0.7,0.774,0.753,0.102,0.015,0.743,0.726,0.782,0.727,0.778,0.729,0.157,0.022,0.75,0.684,0.772,0.683,0.8,0.831,0.105,0.015,0.86,0.8,0.858,0.785,0.886
XGBClassifier,mrmr,chi2,10,minmax,median,5,5,10,100,None,matthews_corrcoef,gso_1,0.249,0.234,0.033,0.21,0.185,0.317,0.156,0.358,0.737,0.15,0.021,0.739,0.696,0.778,0.7,0.8,0.496,0.179,0.026,0.5,0.445,0.545,0.429,0.5,0.642,0.11,0.016,0.625,0.612,0.675,0.594,0.688,0.617,0.111,0.016,0.602,0.584,0.648,0.583,0.659,0.7,0.098,0.014,0.7,0.672,0.727,0.667,0.721,0.711,0.105,0.015,0.7,0.682,0.74,0.681,0.762,0.701,0.134,0.019,0.708,0.664,0.736,0.65,0.75,0.807,0.103,0.015,0.829,0.779,0.834,0.779,0.849
CatBoostClassifier,mrmr,chi2,10,minmax,median,5,5,10,100,None,matthews_corrcoef,gso_2,0.263,0.219,0.031,0.264,0.205,0.324,0.175,0.313,0.827,0.138,0.02,0.8,0.79,0.865,0.8,0.9,0.393,0.173,0.025,0.333,0.344,0.444,0.333,0.5,0.658,0.094,0.013,0.625,0.635,0.684,0.625,0.688,0.61,0.095,0.014,0.608,0.584,0.64,0.569,0.646,0.685,0.073,0.01,0.679,0.665,0.705,0.643,0.714,0.744,0.08,0.011,0.75,0.721,0.765,0.7,0.776,0.702,0.114,0.016,0.717,0.671,0.733,0.683,0.734,0.808,0.094,0.013,0.83,0.782,0.833,0.801,0.849
ElasticNet,mrmr,chi2,10,minmax,median,5,5,10,100,None,matthews_corrcoef,gso_2,0.311,0.246,0.035,0.333,0.24,0.377,0.289,0.447,0.896,0.102,0.015,0.9,0.868,0.923,0.888,1.0,0.351,0.183,0.026,0.333,0.303,0.402,0.286,0.5,0.685,0.092,0.013,0.688,0.658,0.709,0.688,0.75,0.624,0.102,0.015,0.643,0.596,0.65,0.583,0.667,0.69,0.067,0.01,0.696,0.669,0.708,0.667,0.714,0.776,0.065,0.009,0.783,0.759,0.795,0.75,0.8,0.733,0.146,0.021,0.733,0.691,0.772,0.691,0.8,0.841,0.087,0.012,0.835,0.819,0.864,0.804,0.881
GaussianNB,mrmr,chi2,10,minmax,median,5,5,10,100,None,matthews_corrcoef,gso_2,0.291,0.25,0.036,0.313,0.223,0.358,0.264,0.358,0.76,0.184,0.026,0.8,0.707,0.809,0.7,0.889,0.505,0.233,0.033,0.5,0.44,0.568,0.5,0.667,0.662,0.112,0.016,0.688,0.632,0.694,0.625,0.688,0.632,0.115,0.016,0.639,0.599,0.665,0.608,0.683,0.718,0.102,0.015,0.714,0.688,0.748,0.692,0.75,0.725,0.111,0.016,0.737,0.694,0.755,0.696,0.783,0.733,0.136,0.019,0.758,0.694,0.77,0.69,0.788,0.824,0.099,0.014,0.834,0.797,0.851,0.789,0.871
GaussianProcessClassifier,mrmr,chi2,10,minmax,median,5,5,10,100,None,matthews_corrcoef,gso_2,0.319,0.244,0.035,0.333,0.249,0.38,0.289,0.447,0.88,0.118,0.017,0.9,0.843,0.91,0.844,1.0,0.381,0.196,0.028,0.333,0.329,0.434,0.333,0.5,0.686,0.092,0.013,0.688,0.661,0.712,0.625,0.75,0.631,0.102,0.015,0.63,0.603,0.658,0.587,0.667,0.698,0.072,0.01,0.7,0.678,0.718,0.667,0.714,0.773,0.069,0.01,0.78,0.753,0.792,0.737,0.8,0.732,0.146,0.021,0.723,0.691,0.772,0.683,0.783,0.838,0.09,0.013,0.833,0.813,0.862,0.811,0.88
GradientBoostingClassifier,mrmr,chi2,10,minmax,median,5,5,10,100,None,matthews_corrcoef,gso_2,0.218,0.247,0.035,0.2,0.149,0.284,0.123,0.289,0.751,0.147,0.021,0.789,0.708,0.79,0.7,0.8,0.453,0.204,0.029,0.5,0.4,0.514,0.333,0.5,0.635,0.112,0.016,0.625,0.607,0.662,0.625,0.656,0.602,0.117,0.017,0.6,0.571,0.635,0.558,0.633,0.688,0.097,0.014,0.696,0.659,0.716,0.655,0.714,0.711,0.101,0.014,0.7,0.685,0.741,0.696,0.75,0.677,0.135,0.019,0.679,0.641,0.715,0.617,0.7,0.789,0.101,0.014,0.8,0.76,0.817,0.761,0.824
KNeighborsClassifier,mrmr,chi2,10,minmax,median,5,5,10,100,None,matthews_corrcoef,gso_2,0.303,0.263,0.038,0.323,0.229,0.374,0.163,0.358,0.75,0.177,0.025,0.778,0.699,0.796,0.7,0.8,0.529,0.229,0.033,0.5,0.465,0.592,0.5,0.667,0.665,0.12,0.017,0.688,0.632,0.696,0.625,0.688,0.64,0.126,0.018,0.626,0.605,0.674,0.581,0.675,0.722,0.105,0.015,0.707,0.695,0.751,0.667,0.727,0.725,0.114,0.016,0.737,0.693,0.76,0.701,0.778,0.718,0.138,0.02,0.711,0.681,0.755,0.675,0.746,0.801,0.097,0.014,0.805,0.776,0.828,0.771,0.839
LGBMClassifier,mrmr,chi2,10,minmax,median,5,5,10,100,None,matthews_corrcoef,gso_2,0.222,0.231,0.033,0.2,0.161,0.284,0.098,0.289,0.785,0.156,0.022,0.8,0.744,0.829,0.7,0.894,0.41,0.191,0.027,0.333,0.357,0.461,0.333,0.5,0.64,0.105,0.015,0.625,0.609,0.669,0.625,0.688,0.597,0.106,0.015,0.592,0.568,0.628,0.548,0.625,0.679,0.082,0.012,0.667,0.656,0.702,0.643,0.7,0.722,0.101,0.014,0.732,0.694,0.749,0.696,0.762,0.673,0.124,0.018,0.679,0.638,0.707,0.642,0.725,0.789,0.098,0.014,0.803,0.761,0.817,0.768,0.832
LinearDiscriminantAnalysis,mrmr,chi2,10,minmax,median,5,5,10,100,None,matthews_corrcoef,gso_2,0.346,0.287,0.041,0.336,0.261,0.421,0.258,0.4,0.732,0.153,0.022,0.739,0.691,0.773,0.7,0.8,0.609,0.203,0.029,0.667,0.55,0.666,0.536,0.667,0.685,0.133,0.019,0.688,0.649,0.722,0.625,0.688,0.671,0.138,0.02,0.654,0.631,0.708,0.633,0.692,0.751,0.11,0.016,0.739,0.721,0.781,0.707,0.789,0.735,0.119,0.017,0.737,0.703,0.766,0.7,0.762,0.752,0.145,0.021,0.758,0.711,0.793,0.723,0.818,0.852,0.087,0.012,0.867,0.828,0.875,0.82,0.892
LogisticRegression,mrmr,chi2,10,minmax,median,5,5,10,100,None,matthews_corrcoef,gso_2,0.306,0.277,0.04,0.313,0.228,0.384,0.222,0.447,0.826,0.146,0.021,0.8,0.785,0.862,0.8,0.889,0.449,0.252,0.036,0.5,0.378,0.516,0.333,0.5,0.681,0.105,0.015,0.688,0.65,0.711,0.625,0.75,0.637,0.121,0.017,0.65,0.606,0.671,0.6,0.683,0.716,0.094,0.013,0.714,0.691,0.742,0.7,0.727,0.757,0.084,0.012,0.762,0.734,0.781,0.721,0.8,0.75,0.146,0.021,0.767,0.713,0.791,0.717,0.817,0.851,0.088,0.013,0.859,0.824,0.874,0.819,0.891
RandomForestClassifier,mrmr,chi2,10,minmax,median,5,5,10,100,None,matthews_corrcoef,gso_2,0.155,0.232,0.033,0.149,0.091,0.213,0.066,0.289,0.832,0.133,0.019,0.8,0.793,0.866,0.8,0.9,0.292,0.178,0.025,0.31,0.246,0.342,0.167,0.333,0.624,0.095,0.014,0.625,0.596,0.65,0.625,0.688,0.562,0.098,0.014,0.567,0.535,0.588,0.524,0.583,0.652,0.072,0.01,0.643,0.632,0.67,0.631,0.667,0.727,0.084,0.012,0.75,0.703,0.748,0.72,0.769,0.661,0.137,0.02,0.667,0.622,0.698,0.617,0.7,0.789,0.102,0.015,0.8,0.762,0.818,0.765,0.827
SVC,mrmr,chi2,10,minmax,median,5,5,10,100,None,matthews_corrcoef,gso_2,0.333,0.3,0.043,0.361,0.252,0.416,0.313,0.477,0.832,0.143,0.02,0.8,0.791,0.87,0.8,0.9,0.464,0.213,0.03,0.5,0.409,0.528,0.333,0.536,0.69,0.127,0.018,0.688,0.655,0.725,0.688,0.75,0.648,0.135,0.019,0.667,0.61,0.684,0.633,0.675,0.715,0.097,0.014,0.714,0.69,0.74,0.692,0.739,0.764,0.102,0.015,0.778,0.736,0.793,0.737,0.8,0.747,0.161,0.023,0.767,0.707,0.789,0.708,0.825,0.85,0.098,0.014,0.867,0.823,0.877,0.827,0.899
XGBClassifier,mrmr,chi2,10,minmax,median,5,5,10,100,None,matthews_corrcoef,gso_2,0.251,0.234,0.033,0.221,0.191,0.32,0.156,0.358,0.741,0.152,0.022,0.778,0.699,0.78,0.7,0.8,0.493,0.18,0.026,0.5,0.446,0.544,0.429,0.5,0.644,0.111,0.016,0.625,0.612,0.674,0.625,0.688,0.617,0.111,0.016,0.603,0.587,0.65,0.575,0.659,0.699,0.098,0.014,0.696,0.673,0.728,0.667,0.714,0.712,0.105,0.015,0.7,0.683,0.741,0.681,0.762,0.699,0.133,0.019,0.699,0.661,0.737,0.65,0.75,0.806,0.102,0.015,0.828,0.777,0.834,0.792,0.846
CatBoostClassifier,mrmr,chi2,10,minmax,median,5,5,10,100,None,matthews_corrcoef,one_sem_grd,0.299,0.241,0.034,0.289,0.231,0.361,0.2,0.361,0.81,0.133,0.019,0.8,0.775,0.847,0.778,0.889,0.459,0.185,0.026,0.464,0.409,0.514,0.333,0.5,0.674,0.104,0.015,0.688,0.645,0.705,0.625,0.688,0.634,0.109,0.016,0.618,0.603,0.665,0.6,0.659,0.706,0.082,0.012,0.692,0.683,0.729,0.667,0.714,0.749,0.088,0.013,0.743,0.724,0.774,0.727,0.78,0.724,0.125,0.018,0.717,0.691,0.76,0.675,0.75,0.822,0.095,0.014,0.826,0.794,0.848,0.8,0.863
ElasticNet,mrmr,chi2,10,minmax,median,5,5,10,100,None,matthews_corrcoef,one_sem_grd,0.3,0.255,0.036,0.333,0.233,0.371,0.289,0.405,0.89,0.11,0.016,0.9,0.857,0.922,0.889,1.0,0.35,0.204,0.029,0.333,0.294,0.407,0.226,0.5,0.681,0.093,0.013,0.688,0.658,0.706,0.625,0.719,0.62,0.107,0.015,0.608,0.593,0.65,0.583,0.667,0.69,0.071,0.01,0.692,0.671,0.711,0.667,0.714,0.773,0.066,0.009,0.78,0.755,0.793,0.75,0.8,0.74,0.144,0.021,0.733,0.699,0.778,0.706,0.813,0.844,0.085,0.012,0.835,0.822,0.868,0.813,0.881
GaussianNB,mrmr,chi2,10,minmax,median,5,5,10,100,None,matthews_corrcoef,one_sem_grd,0.291,0.25,0.036,0.313,0.219,0.358,0.27,0.358,0.76,0.184,0.026,0.8,0.711,0.81,0.7,0.894,0.505,0.233,0.033,0.5,0.439,0.561,0.5,0.62,0.662,0.112,0.016,0.688,0.63,0.692,0.625,0.688,0.632,0.115,0.016,0.639,0.6,0.664,0.608,0.683,0.718,0.102,0.015,0.714,0.692,0.747,0.692,0.75,0.725,0.111,0.016,0.737,0.694,0.756,0.696,0.783,0.733,0.136,0.019,0.758,0.696,0.77,0.683,0.783,0.824,0.099,0.014,0.834,0.795,0.853,0.791,0.871
GaussianProcessClassifier,mrmr,chi2,10,minmax,median,5,5,10,100,None,matthews_corrcoef,one_sem_grd,0.319,0.244,0.035,0.333,0.248,0.382,0.257,0.447,0.88,0.118,0.017,0.9,0.846,0.912,0.8,0.951,0.381,0.196,0.028,0.333,0.325,0.436,0.333,0.5,0.686,0.092,0.013,0.688,0.66,0.711,0.625,0.75,0.631,0.102,0.015,0.63,0.601,0.658,0.587,0.667,0.698,0.072,0.01,0.7,0.678,0.717,0.667,0.721,0.773,0.069,0.01,0.78,0.752,0.792,0.737,0.8,0.732,0.146,0.021,0.723,0.693,0.772,0.683,0.783,0.838,0.09,0.013,0.833,0.813,0.862,0.811,0.88
GradientBoostingClassifier,mrmr,chi2,10,minmax,median,5,5,10,100,None,matthews_corrcoef,one_sem_grd,0.25,0.215,0.031,0.23,0.193,0.313,0.175,0.313,0.743,0.139,0.02,0.778,0.707,0.777,0.7,0.8,0.494,0.174,0.025,0.5,0.448,0.544,0.464,0.5,0.646,0.097,0.014,0.625,0.621,0.673,0.625,0.688,0.619,0.1,0.014,0.611,0.592,0.648,0.583,0.65,0.702,0.082,0.012,0.7,0.677,0.723,0.667,0.727,0.716,0.089,0.013,0.713,0.69,0.74,0.683,0.75,0.702,0.121,0.017,0.707,0.67,0.733,0.675,0.733,0.803,0.097,0.014,0.823,0.777,0.83,0.778,0.839
KNeighborsClassifier,mrmr,chi2,10,minmax,median,5,5,10,100,None,matthews_corrcoef,one_sem_grd,0.22,0.259,0.037,0.274,0.153,0.291,0.163,0.313,0.728,0.168,0.024,0.739,0.682,0.775,0.7,0.8,0.473,0.217,0.031,0.5,0.416,0.533,0.333,0.536,0.63,0.116,0.017,0.625,0.595,0.661,0.625,0.688,0.601,0.122,0.017,0.617,0.568,0.634,0.575,0.642,0.692,0.101,0.014,0.692,0.665,0.721,0.667,0.727,0.7,0.109,0.016,0.717,0.671,0.729,0.667,0.762,0.691,0.139,0.02,0.683,0.652,0.728,0.643,0.733,0.795,0.094,0.013,0.794,0.769,0.821,0.774,0.838
LGBMClassifier,mrmr,chi2,10,minmax,median,5,5,10,100,None,matthews_corrcoef,one_sem_grd,0.299,0.225,0.032,0.258,0.236,0.359,0.2,0.358,0.768,0.15,0.021,0.778,0.728,0.807,0.7,0.8,0.51,0.177,0.025,0.5,0.46,0.56,0.5,0.571,0.666,0.105,0.015,0.625,0.637,0.694,0.625,0.688,0.639,0.105,0.015,0.618,0.61,0.669,0.6,0.667,0.714,0.09,0.013,0.7,0.688,0.738,0.679,0.75,0.732,0.1,0.014,0.727,0.705,0.759,0.7,0.76,0.709,0.131,0.019,0.708,0.672,0.748,0.65,0.75,0.813,0.101,0.014,0.824,0.786,0.84,0.795,0.852
LinearDiscriminantAnalysis,mrmr,chi2,10,minmax,median,5,5,10,100,None,matthews_corrcoef,one_sem_grd,0.347,0.28,0.04,0.346,0.268,0.428,0.248,0.467,0.765,0.154,0.022,0.8,0.72,0.811,0.7,0.8,0.567,0.201,0.029,0.571,0.507,0.624,0.5,0.667,0.689,0.126,0.018,0.688,0.654,0.721,0.625,0.75,0.666,0.13,0.019,0.667,0.631,0.704,0.633,0.732,0.741,0.1,0.014,0.727,0.713,0.768,0.714,0.778,0.746,0.11,0.016,0.762,0.716,0.778,0.7,0.8,0.763,0.138,0.02,0.767,0.724,0.801,0.74,0.833,0.86,0.082,0.012,0.872,0.838,0.882,0.832,0.902
LogisticRegression,mrmr,chi2,10,minmax,median,5,5,10,100,None,matthews_corrcoef,one_sem_grd,0.371,0.266,0.038,0.4,0.3,0.442,0.313,0.49,0.769,0.146,0.021,0.789,0.726,0.812,0.7,0.8,0.589,0.211,0.03,0.571,0.528,0.641,0.5,0.667,0.7,0.115,0.016,0.688,0.669,0.732,0.688,0.75,0.679,0.123,0.018,0.683,0.645,0.713,0.65,0.731,0.755,0.1,0.014,0.75,0.728,0.784,0.727,0.778,0.754,0.099,0.014,0.762,0.726,0.783,0.706,0.778,0.775,0.122,0.017,0.783,0.741,0.808,0.742,0.838,0.866,0.076,0.011,0.879,0.845,0.886,0.841,0.908
RandomForestClassifier,mrmr,chi2,10,minmax,median,5,5,10,100,None,matthews_corrcoef,one_sem_grd,0.247,0.197,0.028,0.28,0.193,0.301,0.163,0.313,0.791,0.136,0.019,0.8,0.754,0.828,0.789,0.844,0.427,0.167,0.024,0.5,0.383,0.472,0.333,0.5,0.65,0.088,0.012,0.656,0.626,0.675,0.625,0.688,0.609,0.087,0.012,0.6,0.585,0.633,0.575,0.65,0.688,0.07,0.01,0.679,0.667,0.707,0.667,0.727,0.73,0.082,0.012,0.737,0.707,0.752,0.7,0.762,0.703,0.124,0.018,0.717,0.668,0.737,0.667,0.75,0.809,0.098,0.014,0.822,0.782,0.835,0.797,0.841
SVC,mrmr,chi2,10,minmax,median,5,5,10,100,None,matthews_corrcoef,one_sem_grd,0.34,0.264,0.038,0.358,0.264,0.41,0.333,0.467,0.819,0.135,0.019,0.8,0.781,0.854,0.789,0.889,0.49,0.212,0.03,0.5,0.434,0.547,0.429,0.571,0.691,0.106,0.015,0.688,0.659,0.72,0.688,0.75,0.654,0.117,0.017,0.671,0.62,0.684,0.65,0.683,0.725,0.092,0.013,0.727,0.698,0.751,0.7,0.769,0.762,0.084,0.012,0.762,0.738,0.785,0.737,0.783,0.749,0.141,0.02,0.781,0.709,0.786,0.7,0.805,0.852,0.086,0.012,0.86,0.826,0.874,0.828,0.89
XGBClassifier,mrmr,chi2,10,minmax,median,5,5,10,100,None,matthews_corrcoef,one_sem_grd,0.266,0.213,0.03,0.264,0.211,0.318,0.2,0.358,0.743,0.154,0.022,0.778,0.7,0.785,0.7,0.8,0.505,0.164,0.023,0.5,0.46,0.549,0.5,0.5,0.65,0.102,0.015,0.625,0.622,0.68,0.625,0.688,0.624,0.1,0.014,0.617,0.596,0.652,0.6,0.659,0.704,0.083,0.012,0.7,0.683,0.727,0.667,0.721,0.716,0.102,0.015,0.703,0.687,0.744,0.698,0.762,0.711,0.126,0.018,0.717,0.676,0.746,0.683,0.733,0.813,0.103,0.015,0.833,0.784,0.841,0.788,0.861
