,Scores,mean_test_score,std_test_score,sem_test_score,params,round,train_mthd,estimator,roc_auc,accuracy,balanced_accuracy,recall,precision,f1,matthews_corrcoef
7055,0.3892494720807615,0.18277365764753525,0.18287110386352065,0.018287110386352064,,oob,gso_1,GradientBoostingClassifier,0.6111111111111112,0.7083333333333334,0.6111111111111112,1.0,0.6818181818181818,0.8108108108108109,0.3892494720807615
7056,0.3241018617760822,0.18277365764753525,0.18287110386352065,0.018287110386352064,,oob,gso_1,GradientBoostingClassifier,0.65625,0.7083333333333334,0.65625,0.8125,0.7647058823529411,0.7878787878787878,0.3241018617760822
7057,0.47809144373375745,0.18277365764753525,0.18287110386352065,0.018287110386352064,,oob,gso_1,GradientBoostingClassifier,0.75,0.75,0.75,0.75,0.8571428571428571,0.8,0.47809144373375745
7058,0.23841582427170788,0.18277365764753525,0.18287110386352065,0.018287110386352064,,oob,gso_1,GradientBoostingClassifier,0.6000000000000001,0.6666666666666666,0.6,0.8666666666666667,0.6842105263157895,0.7647058823529411,0.23841582427170788
7059,0.1777046633277277,0.18277365764753525,0.18287110386352065,0.018287110386352064,,oob,gso_1,GradientBoostingClassifier,0.5947368421052631,0.7083333333333334,0.5947368421052632,0.7894736842105263,0.8333333333333334,0.8108108108108109,0.1777046633277277
7060,-0.22230872018035164,0.18277365764753525,0.18287110386352065,0.018287110386352064,,oob,gso_1,GradientBoostingClassifier,0.37815126050420167,0.4166666666666667,0.37815126050420167,0.47058823529411764,0.6153846153846154,0.5333333333333333,-0.22230872018035164
7061,0.09759000729485331,0.18277365764753525,0.18287110386352065,0.018287110386352064,,oob,gso_1,GradientBoostingClassifier,0.5428571428571429,0.5833333333333334,0.5428571428571428,0.7857142857142857,0.6111111111111112,0.6875,0.09759000729485331
7062,0.6024640760767094,0.18277365764753525,0.18287110386352065,0.018287110386352064,,oob,gso_1,GradientBoostingClassifier,0.8111111111111111,0.7916666666666666,0.8111111111111111,0.7333333333333333,0.9166666666666666,0.8148148148148148,0.6024640760767094
7063,0.32387513781564786,0.18277365764753525,0.18287110386352065,0.018287110386352064,,oob,gso_1,GradientBoostingClassifier,0.6573426573426573,0.6666666666666666,0.6573426573426573,0.7692307692307693,0.6666666666666666,0.7142857142857143,0.32387513781564786
7064,0.22771001702132443,0.18277365764753525,0.18287110386352065,0.018287110386352064,,oob,gso_1,GradientBoostingClassifier,0.5777777777777777,0.6666666666666666,0.5777777777777777,0.9333333333333333,0.6666666666666666,0.7777777777777778,0.22771001702132443
7065,0.32387513781564786,0.18277365764753525,0.18287110386352065,0.018287110386352064,,oob,gso_1,GradientBoostingClassifier,0.6573426573426573,0.6666666666666666,0.6573426573426573,0.7692307692307693,0.6666666666666666,0.7142857142857143,0.32387513781564786
7066,0.4345240946267408,0.18277365764753525,0.18287110386352065,0.018287110386352064,,oob,gso_1,GradientBoostingClassifier,0.75,0.7083333333333334,0.75,0.6666666666666666,0.9230769230769231,0.7741935483870968,0.4345240946267408
7067,0.40628835067443575,0.18277365764753525,0.18287110386352065,0.018287110386352064,,oob,gso_1,GradientBoostingClassifier,0.6853146853146854,0.6666666666666666,0.6853146853146853,0.9090909090909091,0.5882352941176471,0.7142857142857143,0.40628835067443575
7068,0.15114173098063566,0.18277365764753525,0.18287110386352065,0.018287110386352064,,oob,gso_1,GradientBoostingClassifier,0.5734265734265734,0.5833333333333334,0.5734265734265734,0.6923076923076923,0.6,0.6428571428571429,0.15114173098063566
7069,0.0,0.18277365764753525,0.18287110386352065,0.018287110386352064,,oob,gso_1,GradientBoostingClassifier,0.5,0.5416666666666666,0.5,0.625,0.6666666666666666,0.6451612903225806,0.0
7070,-0.22230872018035164,0.18277365764753525,0.18287110386352065,0.018287110386352064,,oob,gso_1,GradientBoostingClassifier,0.37815126050420167,0.4166666666666667,0.37815126050420167,0.47058823529411764,0.6153846153846154,0.5333333333333333,-0.22230872018035164
7071,0.19347649748797374,0.18277365764753525,0.18287110386352065,0.018287110386352064,,oob,gso_1,GradientBoostingClassifier,0.6590909090909091,0.375,0.6590909090909091,0.3181818181818182,1.0,0.4827586206896552,0.19347649748797374
7072,0.18257418583505539,0.18277365764753525,0.18287110386352065,0.018287110386352064,,oob,gso_1,GradientBoostingClassifier,0.59375,0.5416666666666666,0.59375,0.4375,0.7777777777777778,0.56,0.18257418583505539
7073,0.19327731092436976,0.18277365764753525,0.18287110386352065,0.018287110386352064,,oob,gso_1,GradientBoostingClassifier,0.5966386554621849,0.6666666666666666,0.5966386554621849,0.7647058823529411,0.7647058823529411,0.7647058823529411,0.19327731092436976
7074,-0.1704453597146584,0.18277365764753525,0.18287110386352065,0.018287110386352064,,oob,gso_1,GradientBoostingClassifier,0.40756302521008403,0.4583333333333333,0.40756302521008403,0.5294117647058824,0.6428571428571429,0.5806451612903226,-0.1704453597146584
7075,0.20143542511732357,0.18277365764753525,0.18287110386352065,0.018287110386352064,,oob,gso_1,GradientBoostingClassifier,0.5928571428571429,0.625,0.5928571428571429,0.7857142857142857,0.6470588235294118,0.7096774193548387,0.20143542511732357
7076,0.3241018617760822,0.18277365764753525,0.18287110386352065,0.018287110386352064,,oob,gso_1,GradientBoostingClassifier,0.65625,0.7083333333333334,0.65625,0.8125,0.7647058823529411,0.7878787878787878,0.3241018617760822
7077,-0.23904572186687872,0.18277365764753525,0.18287110386352065,0.018287110386352064,,oob,gso_1,GradientBoostingClassifier,0.3857142857142857,0.4166666666666667,0.3857142857142857,0.5714285714285714,0.5,0.5333333333333333,-0.23904572186687872
7078,0.11952286093343936,0.18277365764753525,0.18287110386352065,0.018287110386352064,,oob,gso_1,GradientBoostingClassifier,0.5625,0.5833333333333334,0.5625,0.625,0.7142857142857143,0.6666666666666666,0.11952286093343936
7079,0.30779350562554625,0.18277365764753525,0.18287110386352065,0.018287110386352064,,oob,gso_1,GradientBoostingClassifier,0.625,0.625,0.625,0.9166666666666666,0.5789473684210527,0.7096774193548387,0.30779350562554625
7080,0.261785157202368,0.18277365764753525,0.18287110386352065,0.018287110386352064,,oob,gso_1,GradientBoostingClassifier,0.5979020979020979,0.625,0.5979020979020979,0.9230769230769231,0.6,0.7272727272727273,0.261785157202368
7081,0.1690308509457033,0.18277365764753525,0.18287110386352065,0.018287110386352064,,oob,gso_1,GradientBoostingClassifier,0.5952380952380953,0.7916666666666666,0.5952380952380952,0.8571428571428571,0.9,0.8780487804878049,0.1690308509457033
7082,0.23904572186687872,0.18277365764753525,0.18287110386352065,0.018287110386352064,,oob,gso_1,GradientBoostingClassifier,0.625,0.5833333333333334,0.625,0.5,0.8,0.6153846153846154,0.23904572186687872
7083,0.44971201491459334,0.18277365764753525,0.18287110386352065,0.018287110386352064,,oob,gso_1,GradientBoostingClassifier,0.7111111111111112,0.75,0.7111111111111111,0.8666666666666667,0.7647058823529411,0.8125,0.44971201491459334
7084,0.27500954910846337,0.18277365764753525,0.18287110386352065,0.018287110386352064,,oob,gso_1,GradientBoostingClassifier,0.6512605042016808,0.625,0.6512605042016807,0.5882352941176471,0.8333333333333334,0.6896551724137931,0.27500954910846337
