,Scores,mean_test_score,std_test_score,sem_test_score,params,round,train_mthd,estimator,roc_auc,accuracy,balanced_accuracy,recall,precision,f1,matthews_corrcoef
20,"[0.5229763603684907, 0.5493502655735357, 0.4166666666666667, 0.7745966692414834, 0.629940788348712]",0.5787061500397778,0.11935028718623773,0.05337507105650993,"{'penalty': 'l2', 'C': 0.35302132566848393, 'solver': 'newton-cg', 'max_iter': 1427, 'n_jobs': None}",round_cv,gso_1,LogisticRegression,"[0.7222222222222222, 0.7708333333333335, 0.7083333333333334, 0.875, 0.8125]","[0.7058823529411765, 0.7647058823529411, 0.7058823529411765, 0.875, 0.8125]","[0.7222222222222222, 0.7708333333333333, 0.7083333333333333, 0.875, 0.8125]","[1.0, 0.875, 0.75, 0.75, 0.75]","[0.6153846153846154, 0.7, 0.6666666666666666, 1.0, 0.8571428571428571]","[0.7619047619047619, 0.7777777777777778, 0.7058823529411765, 0.8571428571428571, 0.8]","[0.5229763603684907, 0.5493502655735357, 0.4166666666666667, 0.7745966692414834, 0.629940788348712]"
21,"[0.5277777777777778, 0.4364357804719847, 0.6479515952918626, 0.7745966692414834, 0.8819171036881969]",0.6537357852942611,0.16111625364299298,0.07205337908516608,"{'penalty': 'l2', 'C': 0.35302132566848393, 'solver': 'newton-cg', 'max_iter': 1427, 'n_jobs': None}",round_cv,gso_1,LogisticRegression,"[0.763888888888889, 0.6666666666666667, 0.8194444444444443, 0.875, 0.9375]","[0.7647058823529411, 0.6470588235294118, 0.8235294117647058, 0.875, 0.9375]","[0.7638888888888888, 0.6666666666666666, 0.8194444444444444, 0.875, 0.9375]","[0.75, 1.0, 0.75, 0.75, 1.0]","[0.75, 0.5714285714285714, 0.8571428571428571, 1.0, 0.8888888888888888]","[0.75, 0.7272727272727273, 0.8, 0.8571428571428571, 0.9411764705882353]","[0.5277777777777778, 0.4364357804719847, 0.6479515952918626, 0.7745966692414834, 0.8819171036881969]"
22,"[0.7888106377466154, 0.42600643361512924, 0.8874119674649423, 0.5773502691896258, 0.8819171036881969]",0.7122992823409019,0.18191397785656552,0.0813544041089344,"{'penalty': 'l2', 'C': 0.35302132566848393, 'solver': 'newton-cg', 'max_iter': 1427, 'n_jobs': None}",round_cv,gso_1,LogisticRegression,"[0.8888888888888888, 0.6944444444444444, 0.9375, 0.75, 0.9375]","[0.8823529411764706, 0.7058823529411765, 0.9411764705882353, 0.75, 0.9375]","[0.8888888888888888, 0.6944444444444444, 0.9375, 0.75, 0.9375]","[1.0, 0.5, 0.875, 1.0, 0.875]","[0.8, 0.8, 1.0, 0.6666666666666666, 1.0]","[0.8888888888888888, 0.6153846153846154, 0.9333333333333333, 0.8, 0.9333333333333333]","[0.7888106377466154, 0.42600643361512924, 0.8874119674649423, 0.5773502691896258, 0.8819171036881969]"
23,"[0.6527777777777778, 0.6846531968814576, 0.5493502655735357, 0.8819171036881969, 0.5163977794943222]",0.657019224683058,0.12862945065187747,0.05752483911321053,"{'penalty': 'l2', 'C': 0.35302132566848393, 'solver': 'newton-cg', 'max_iter': 1427, 'n_jobs': None}",round_cv,gso_1,LogisticRegression,"[0.8263888888888888, 0.8125, 0.7708333333333335, 0.9375, 0.75]","[0.8235294117647058, 0.8235294117647058, 0.7647058823529411, 0.9375, 0.75]","[0.8263888888888888, 0.8125, 0.7708333333333333, 0.9375, 0.75]","[0.875, 0.625, 0.875, 0.875, 0.625]","[0.7777777777777778, 1.0, 0.7, 1.0, 0.8333333333333334]","[0.8235294117647058, 0.7692307692307693, 0.7777777777777778, 0.9333333333333333, 0.7142857142857143]","[0.6527777777777778, 0.6846531968814576, 0.5493502655735357, 0.8819171036881969, 0.5163977794943222]"
24,"[0.4497006112188861, 0.7833494518006403, 0.6527777777777778, 0.5, 0.3779644730092272]",0.5527584627613062,0.14637853846341548,0.06546247249025292,"{'penalty': 'l2', 'C': 0.35302132566848393, 'solver': 'newton-cg', 'max_iter': 1427, 'n_jobs': None}",round_cv,gso_1,LogisticRegression,"[0.7152777777777778, 0.875, 0.8263888888888888, 0.75, 0.6875]","[0.7058823529411765, 0.8823529411764706, 0.8235294117647058, 0.75, 0.6875]","[0.7152777777777778, 0.875, 0.8263888888888888, 0.75, 0.6875]","[0.875, 0.75, 0.875, 0.75, 0.75]","[0.6363636363636364, 1.0, 0.7777777777777778, 0.75, 0.6666666666666666]","[0.7368421052631579, 0.8571428571428571, 0.8235294117647058, 0.75, 0.7058823529411765]","[0.4497006112188861, 0.7833494518006403, 0.6527777777777778, 0.5, 0.3779644730092272]"
25,"[0.7638888888888888, 0.6963106238227914, 0.5493502655735357, 0.1259881576697424, 0.5163977794943222]",0.5303871430898562,0.22187722211470257,0.09922651026145891,"{'penalty': 'l2', 'C': 0.35302132566848393, 'solver': 'newton-cg', 'max_iter': 1427, 'n_jobs': None}",round_cv,gso_1,LogisticRegression,"[0.8819444444444444, 0.8333333333333334, 0.7708333333333335, 0.5625, 0.75]","[0.8823529411764706, 0.8235294117647058, 0.7647058823529411, 0.5625, 0.75]","[0.8819444444444444, 0.8333333333333333, 0.7708333333333333, 0.5625, 0.75]","[0.875, 1.0, 0.875, 0.5, 0.625]","[0.875, 0.7272727272727273, 0.7, 0.5714285714285714, 0.8333333333333334]","[0.875, 0.8421052631578947, 0.7777777777777778, 0.5333333333333333, 0.7142857142857143]","[0.7638888888888888, 0.6963106238227914, 0.5493502655735357, 0.1259881576697424, 0.5163977794943222]"
26,"[0.4497006112188861, 0.6527777777777778, 0.8874119674649423, 0.674199862463242, 0.674199862463242]",0.667658016277618,0.1386392747263357,0.06200136852787103,"{'penalty': 'l2', 'C': 0.35302132566848393, 'solver': 'newton-cg', 'max_iter': 1427, 'n_jobs': None}",round_cv,gso_1,LogisticRegression,"[0.7152777777777778, 0.8263888888888888, 0.9375, 0.8125, 0.8125]","[0.7058823529411765, 0.8235294117647058, 0.9411764705882353, 0.8125, 0.8125]","[0.7152777777777778, 0.8263888888888888, 0.9375, 0.8125, 0.8125]","[0.875, 0.875, 0.875, 0.625, 1.0]","[0.6363636363636364, 0.7777777777777778, 1.0, 1.0, 0.7272727272727273]","[0.7368421052631579, 0.8235294117647058, 0.9333333333333333, 0.7692307692307693, 0.8421052631578947]","[0.4497006112188861, 0.6527777777777778, 0.8874119674649423, 0.674199862463242, 0.674199862463242]"
27,"[0.5493502655735357, 0.6527777777777778, 0.6479515952918626, 0.75, 0.8819171036881969]",0.6963993484662746,0.11239513009378722,0.05026463024592811,"{'penalty': 'l2', 'C': 0.35302132566848393, 'solver': 'newton-cg', 'max_iter': 1427, 'n_jobs': None}",round_cv,gso_1,LogisticRegression,"[0.7708333333333335, 0.8263888888888888, 0.8194444444444443, 0.875, 0.9375]","[0.7647058823529411, 0.8235294117647058, 0.8235294117647058, 0.875, 0.9375]","[0.7708333333333333, 0.8263888888888888, 0.8194444444444444, 0.875, 0.9375]","[0.875, 0.875, 0.75, 0.875, 0.875]","[0.7, 0.7777777777777778, 0.8571428571428571, 0.875, 1.0]","[0.7777777777777778, 0.8235294117647058, 0.8, 0.875, 0.9333333333333333]","[0.5493502655735357, 0.6527777777777778, 0.6479515952918626, 0.75, 0.8819171036881969]"
28,"[0.7638888888888888, 0.7888106377466154, 0.4497006112188861, 0.5, 0.5773502691896258]",0.6159500814088033,0.13736077745596795,0.06142960716675299,"{'penalty': 'l2', 'C': 0.35302132566848393, 'solver': 'newton-cg', 'max_iter': 1427, 'n_jobs': None}",round_cv,gso_1,LogisticRegression,"[0.8819444444444444, 0.8888888888888888, 0.7152777777777778, 0.75, 0.75]","[0.8823529411764706, 0.8823529411764706, 0.7058823529411765, 0.75, 0.75]","[0.8819444444444444, 0.8888888888888888, 0.7152777777777778, 0.75, 0.75]","[0.875, 1.0, 0.875, 0.75, 0.5]","[0.875, 0.8, 0.6363636363636364, 0.75, 1.0]","[0.875, 0.8888888888888888, 0.7368421052631579, 0.75, 0.6666666666666666]","[0.7638888888888888, 0.7888106377466154, 0.4497006112188861, 0.5, 0.5773502691896258]"
29,"[0.4497006112188861, 1.0, 0.6846531968814576, 0.629940788348712, 0.5773502691896258]",0.6683289731277363,0.18320550662002358,0.08193199333093208,"{'penalty': 'l2', 'C': 0.35302132566848393, 'solver': 'newton-cg', 'max_iter': 1427, 'n_jobs': None}",round_cv,gso_1,LogisticRegression,"[0.7152777777777778, 1.0, 0.8125, 0.8125, 0.75]","[0.7058823529411765, 1.0, 0.8235294117647058, 0.8125, 0.75]","[0.7152777777777778, 1.0, 0.8125, 0.8125, 0.75]","[0.875, 1.0, 0.625, 0.75, 1.0]","[0.6363636363636364, 1.0, 1.0, 0.8571428571428571, 0.6666666666666666]","[0.7368421052631579, 1.0, 0.7692307692307693, 0.8, 0.8]","[0.4497006112188861, 1.0, 0.6846531968814576, 0.629940788348712, 0.5773502691896258]"
