,Scores,mean_test_score,std_test_score,sem_test_score,params,round,train_mthd,estimator,roc_auc,accuracy,balanced_accuracy,recall,precision,f1,matthews_corrcoef
2037,0.5853694070049635,0.6401443149408749,0.2083335420752254,0.02083335420752254,,oob,one_sem_grd,XGBClassifier,0.7937062937062936,0.7916666666666666,0.7937062937062938,0.7692307692307693,0.8333333333333334,0.8,0.5853694070049635
2038,0.6643356643356644,0.6401443149408749,0.2083335420752254,0.02083335420752254,,oob,one_sem_grd,XGBClassifier,0.8321678321678321,0.8333333333333334,0.8321678321678322,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.6643356643356644
2039,0.4222222222222222,0.6401443149408749,0.2083335420752254,0.02083335420752254,,oob,one_sem_grd,XGBClassifier,0.711111111111111,0.6666666666666666,0.711111111111111,0.8888888888888888,0.5333333333333333,0.6666666666666666,0.4222222222222222
2040,0.539791896359413,0.6401443149408749,0.2083335420752254,0.02083335420752254,,oob,one_sem_grd,XGBClassifier,0.7622377622377623,0.75,0.7622377622377623,0.9090909090909091,0.6666666666666666,0.7692307692307693,0.539791896359413
2041,0.6761234037828132,0.6401443149408749,0.2083335420752254,0.02083335420752254,,oob,one_sem_grd,XGBClassifier,0.8333333333333334,0.8333333333333334,0.8333333333333333,0.9166666666666666,0.7857142857142857,0.8461538461538461,0.6761234037828132
2042,0.5853694070049635,0.6401443149408749,0.2083335420752254,0.02083335420752254,,oob,one_sem_grd,XGBClassifier,0.7937062937062936,0.7916666666666666,0.7937062937062938,0.8181818181818182,0.75,0.782608695652174,0.5853694070049635
2043,0.7774288420142416,0.6401443149408749,0.2083335420752254,0.02083335420752254,,oob,one_sem_grd,XGBClassifier,0.8928571428571428,0.875,0.8928571428571428,0.7857142857142857,1.0,0.88,0.7774288420142416
2044,0.8451542547285166,0.6401443149408749,0.2083335420752254,0.02083335420752254,,oob,one_sem_grd,XGBClassifier,0.9166666666666667,0.9166666666666666,0.9166666666666667,0.8333333333333334,1.0,0.9090909090909091,0.8451542547285166
2045,0.6761234037828132,0.6401443149408749,0.2083335420752254,0.02083335420752254,,oob,one_sem_grd,XGBClassifier,0.8333333333333334,0.8333333333333334,0.8333333333333333,0.9166666666666666,0.7857142857142857,0.8461538461538461,0.6761234037828132
2046,0.17482517482517482,0.6401443149408749,0.2083335420752254,0.02083335420752254,,oob,one_sem_grd,XGBClassifier,0.5874125874125874,0.5833333333333334,0.5874125874125874,0.6363636363636364,0.5384615384615384,0.5833333333333334,0.17482517482517482
2047,0.6,0.6401443149408749,0.2083335420752254,0.02083335420752254,,oob,one_sem_grd,XGBClassifier,0.8,0.75,0.8,0.6,1.0,0.75,0.6
2048,0.6761234037828132,0.6401443149408749,0.2083335420752254,0.02083335420752254,,oob,one_sem_grd,XGBClassifier,0.8428571428571427,0.8333333333333334,0.8428571428571429,0.9,0.75,0.8181818181818182,0.6761234037828132
2049,0.6666666666666666,0.6401443149408749,0.2083335420752254,0.02083335420752254,,oob,one_sem_grd,XGBClassifier,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.6666666666666666
2050,0.6024640760767094,0.6401443149408749,0.2083335420752254,0.02083335420752254,,oob,one_sem_grd,XGBClassifier,0.8111111111111111,0.7916666666666666,0.8111111111111111,0.7333333333333333,0.9166666666666666,0.8148148148148148,0.6024640760767094
2051,0.6573757351339165,0.6401443149408749,0.2083335420752254,0.02083335420752254,,oob,one_sem_grd,XGBClassifier,0.8142857142857143,0.8333333333333334,0.8142857142857143,0.9285714285714286,0.8125,0.8666666666666667,0.6573757351339165
2052,0.5976143046671968,0.6401443149408749,0.2083335420752254,0.02083335420752254,,oob,one_sem_grd,XGBClassifier,0.8125,0.75,0.8125,0.625,1.0,0.7692307692307693,0.5976143046671968
2053,0.539791896359413,0.6401443149408749,0.2083335420752254,0.02083335420752254,,oob,one_sem_grd,XGBClassifier,0.7622377622377623,0.75,0.7622377622377623,0.9090909090909091,0.6666666666666666,0.7692307692307693,0.539791896359413
2054,0.7491587023046328,0.6401443149408749,0.2083335420752254,0.02083335420752254,,oob,one_sem_grd,XGBClassifier,0.8706293706293706,0.875,0.8706293706293706,0.9230769230769231,0.8571428571428571,0.8888888888888888,0.7491587023046328
2055,0.4183300132670378,0.6401443149408749,0.2083335420752254,0.02083335420752254,,oob,one_sem_grd,XGBClassifier,0.71875,0.6666666666666666,0.71875,0.875,0.5,0.6363636363636364,0.4183300132670378
2056,0.8321678321678322,0.6401443149408749,0.2083335420752254,0.02083335420752254,,oob,one_sem_grd,XGBClassifier,0.9160839160839161,0.9166666666666666,0.916083916083916,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.8321678321678322
2057,0.7125253031944252,0.6401443149408749,0.2083335420752254,0.02083335420752254,,oob,one_sem_grd,XGBClassifier,0.8666666666666667,0.8333333333333334,0.8666666666666667,0.7333333333333333,1.0,0.8461538461538461,0.7125253031944252
2058,0.6504436355879909,0.6401443149408749,0.2083335420752254,0.02083335420752254,,oob,one_sem_grd,XGBClassifier,0.8076923076923077,0.7916666666666666,0.8076923076923077,1.0,0.6875,0.8148148148148148,0.6504436355879909
2059,0.7491587023046328,0.6401443149408749,0.2083335420752254,0.02083335420752254,,oob,one_sem_grd,XGBClassifier,0.8785714285714286,0.875,0.8785714285714286,0.9,0.8181818181818182,0.8571428571428571,0.7491587023046328
2060,0.9198662110077999,0.6401443149408749,0.2083335420752254,0.02083335420752254,,oob,one_sem_grd,XGBClassifier,0.9583333333333333,0.9583333333333334,0.9583333333333333,1.0,0.9230769230769231,0.96,0.9198662110077999
2061,0.7592566023652966,0.6401443149408749,0.2083335420752254,0.02083335420752254,,oob,one_sem_grd,XGBClassifier,0.9117647058823529,0.875,0.9117647058823529,1.0,0.7,0.8235294117647058,0.7592566023652966
2062,0.5853694070049635,0.6401443149408749,0.2083335420752254,0.02083335420752254,,oob,one_sem_grd,XGBClassifier,0.7916666666666667,0.7916666666666666,0.7916666666666667,0.75,0.8181818181818182,0.782608695652174,0.5853694070049635
2063,0.5423261445466404,0.6401443149408749,0.2083335420752254,0.02083335420752254,,oob,one_sem_grd,XGBClassifier,0.75,0.7083333333333334,0.75,0.5,1.0,0.6666666666666666,0.5423261445466404
2064,0.4381871654989361,0.6401443149408749,0.2083335420752254,0.02083335420752254,,oob,one_sem_grd,XGBClassifier,0.7214285714285714,0.7083333333333334,0.7214285714285715,0.6428571428571429,0.8181818181818182,0.72,0.4381871654989361
2065,0.6123724356957945,0.6401443149408749,0.2083335420752254,0.02083335420752254,,oob,one_sem_grd,XGBClassifier,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.9375,0.8823529411764706,0.6123724356957945
2066,0.9198662110077999,0.6401443149408749,0.2083335420752254,0.02083335420752254,,oob,one_sem_grd,XGBClassifier,0.9583333333333333,0.9583333333333334,0.9583333333333333,0.9166666666666666,1.0,0.9565217391304348,0.9198662110077999
2067,0.24253562503633297,0.6401443149408749,0.2083335420752254,0.02083335420752254,,oob,one_sem_grd,XGBClassifier,0.5882352941176471,0.4166666666666667,0.5882352941176471,1.0,0.3333333333333333,0.5,0.24253562503633297
2068,0.6078080037565888,0.6401443149408749,0.2083335420752254,0.02083335420752254,,oob,one_sem_grd,XGBClassifier,0.8006993006993007,0.7916666666666666,0.8006993006993006,0.9090909090909091,0.7142857142857143,0.8,0.6078080037565888
2069,0.9198662110077999,0.6401443149408749,0.2083335420752254,0.02083335420752254,,oob,one_sem_grd,XGBClassifier,0.9583333333333333,0.9583333333333334,0.9583333333333333,0.9166666666666666,1.0,0.9565217391304348,0.9198662110077999
2070,0.11826247919781652,0.6401443149408749,0.2083335420752254,0.02083335420752254,,oob,one_sem_grd,XGBClassifier,0.555944055944056,0.5416666666666666,0.5559440559440559,0.38461538461538464,0.625,0.47619047619047616,0.11826247919781652
2071,1.0,0.6401443149408749,0.2083335420752254,0.02083335420752254,,oob,one_sem_grd,XGBClassifier,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2072,0.6078080037565888,0.6401443149408749,0.2083335420752254,0.02083335420752254,,oob,one_sem_grd,XGBClassifier,0.8006993006993007,0.7916666666666666,0.8006993006993006,0.9090909090909091,0.7142857142857143,0.8,0.6078080037565888
2073,0.7526178090063816,0.6401443149408749,0.2083335420752254,0.02083335420752254,,oob,one_sem_grd,XGBClassifier,0.8776223776223776,0.875,0.8776223776223776,0.9090909090909091,0.8333333333333334,0.8695652173913043,0.7526178090063816
2074,0.30779350562554625,0.6401443149408749,0.2083335420752254,0.02083335420752254,,oob,one_sem_grd,XGBClassifier,0.625,0.625,0.625,0.9166666666666666,0.5789473684210527,0.7096774193548387,0.30779350562554625
2075,0.37796447300922725,0.6401443149408749,0.2083335420752254,0.02083335420752254,,oob,one_sem_grd,XGBClassifier,0.6428571428571428,0.5833333333333334,0.6428571428571428,1.0,0.5,0.6666666666666666,0.37796447300922725
2076,0.30550504633038933,0.6401443149408749,0.2083335420752254,0.02083335420752254,,oob,one_sem_grd,XGBClassifier,0.6555555555555554,0.625,0.6555555555555556,0.5333333333333333,0.8,0.64,0.30550504633038933
2077,0.5477225575051662,0.6401443149408749,0.2083335420752254,0.02083335420752254,,oob,one_sem_grd,XGBClassifier,0.78125,0.7083333333333334,0.78125,0.5625,1.0,0.72,0.5477225575051662
2078,0.6761234037828132,0.6401443149408749,0.2083335420752254,0.02083335420752254,,oob,one_sem_grd,XGBClassifier,0.8333333333333334,0.8333333333333334,0.8333333333333333,0.9166666666666666,0.7857142857142857,0.8461538461538461,0.6761234037828132
2079,0.8451542547285166,0.6401443149408749,0.2083335420752254,0.02083335420752254,,oob,one_sem_grd,XGBClassifier,0.9285714285714286,0.9166666666666666,0.9285714285714286,1.0,0.8333333333333334,0.9090909090909091,0.8451542547285166
2080,0.7491587023046328,0.6401443149408749,0.2083335420752254,0.02083335420752254,,oob,one_sem_grd,XGBClassifier,0.8706293706293707,0.875,0.8706293706293706,0.8181818181818182,0.9,0.8571428571428571,0.7491587023046328
2081,0.11952286093343936,0.6401443149408749,0.2083335420752254,0.02083335420752254,,oob,one_sem_grd,XGBClassifier,0.5571428571428572,0.5833333333333334,0.5571428571428572,0.4,0.5,0.4444444444444444,0.11952286093343936
2082,0.50709255283711,0.6401443149408749,0.2083335420752254,0.02083335420752254,,oob,one_sem_grd,XGBClassifier,0.7500000000000002,0.75,0.75,0.8333333333333334,0.7142857142857143,0.7692307692307693,0.50709255283711
2083,0.7745966692414834,0.6401443149408749,0.2083335420752254,0.02083335420752254,,oob,one_sem_grd,XGBClassifier,0.9,0.875,0.9,0.8,1.0,0.8888888888888888,0.7745966692414834
2084,0.13093073414159542,0.6401443149408749,0.2083335420752254,0.02083335420752254,,oob,one_sem_grd,XGBClassifier,0.5666666666666667,0.5416666666666666,0.5666666666666667,0.6666666666666666,0.42857142857142855,0.5217391304347826,0.13093073414159542
2085,0.7491587023046328,0.6401443149408749,0.2083335420752254,0.02083335420752254,,oob,one_sem_grd,XGBClassifier,0.8706293706293707,0.875,0.8706293706293706,0.8181818181818182,0.9,0.8571428571428571,0.7491587023046328
2086,0.7745966692414834,0.6401443149408749,0.2083335420752254,0.02083335420752254,,oob,one_sem_grd,XGBClassifier,0.9,0.875,0.9,0.8,1.0,0.8888888888888888,0.7745966692414834
2087,0.741940826802374,0.6401443149408749,0.2083335420752254,0.02083335420752254,,oob,one_sem_grd,XGBClassifier,0.8642857142857143,0.875,0.8642857142857143,0.8,0.8888888888888888,0.8421052631578947,0.741940826802374
2088,0.9198662110077999,0.6401443149408749,0.2083335420752254,0.02083335420752254,,oob,one_sem_grd,XGBClassifier,0.9583333333333333,0.9583333333333334,0.9583333333333333,1.0,0.9230769230769231,0.96,0.9198662110077999
2089,0.6761234037828132,0.6401443149408749,0.2083335420752254,0.02083335420752254,,oob,one_sem_grd,XGBClassifier,0.8333333333333333,0.8333333333333334,0.8333333333333333,0.75,0.9,0.8181818181818182,0.6761234037828132
2090,0.916515138991168,0.6401443149408749,0.2083335420752254,0.02083335420752254,,oob,one_sem_grd,XGBClassifier,0.9500000000000001,0.9583333333333334,0.95,1.0,0.9333333333333333,0.9655172413793104,0.916515138991168
2091,0.5477225575051662,0.6401443149408749,0.2083335420752254,0.02083335420752254,,oob,one_sem_grd,XGBClassifier,0.7666666666666666,0.7083333333333334,0.7666666666666666,1.0,0.5625,0.72,0.5477225575051662
2092,0.5303300858899107,0.6401443149408749,0.2083335420752254,0.02083335420752254,,oob,one_sem_grd,XGBClassifier,0.78125,0.75,0.78125,0.875,0.5833333333333334,0.7,0.5303300858899107
2093,0.6761234037828132,0.6401443149408749,0.2083335420752254,0.02083335420752254,,oob,one_sem_grd,XGBClassifier,0.8428571428571427,0.8333333333333334,0.8428571428571429,0.9,0.75,0.8181818181818182,0.6761234037828132
2094,0.6693419514856722,0.6401443149408749,0.2083335420752254,0.02083335420752254,,oob,one_sem_grd,XGBClassifier,0.8251748251748252,0.8333333333333334,0.8251748251748252,0.9230769230769231,0.8,0.8571428571428571,0.6693419514856722
2095,0.7687061147858074,0.6401443149408749,0.2083335420752254,0.02083335420752254,,oob,one_sem_grd,XGBClassifier,0.8636363636363636,0.875,0.8636363636363636,1.0,0.8125,0.896551724137931,0.7687061147858074
2096,0.4857142857142857,0.6401443149408749,0.2083335420752254,0.02083335420752254,,oob,one_sem_grd,XGBClassifier,0.7428571428571428,0.75,0.7428571428571429,0.7857142857142857,0.7857142857142857,0.7857142857142857,0.4857142857142857
2097,0.5853694070049635,0.6401443149408749,0.2083335420752254,0.02083335420752254,,oob,one_sem_grd,XGBClassifier,0.7916666666666667,0.7916666666666666,0.7916666666666667,0.75,0.8181818181818182,0.782608695652174,0.5853694070049635
2098,0.8461538461538461,0.6401443149408749,0.2083335420752254,0.02083335420752254,,oob,one_sem_grd,XGBClassifier,0.9230769230769231,0.9166666666666666,0.9230769230769231,0.8461538461538461,1.0,0.9166666666666666,0.8461538461538461
2099,0.8461538461538461,0.6401443149408749,0.2083335420752254,0.02083335420752254,,oob,one_sem_grd,XGBClassifier,0.9230769230769231,0.9166666666666666,0.9230769230769231,1.0,0.8461538461538461,0.9166666666666666,0.8461538461538461
2100,"[0.3779644730092272, 0.5163977794943222, 0.629940788348712, 0.600099198148979, -0.09449111825230681]",0.40598222414978674,0.2650618772169196,0.11853927514014699,"{'C': 0.12250637038928902, 'kernel': 'linear', 'degree': 4, 'probability': True, 'shrinking': False, 'decision_function_shape': 'ovo'}",round_cv,one_sem,SVC,"[0.6875, 0.75, 0.8125, 0.7946428571428571, 0.45535714285714285]","[0.6875, 0.75, 0.8125, 0.8, 0.4666666666666667]","[0.6875, 0.75, 0.8125, 0.7946428571428572, 0.45535714285714285]","[0.625, 0.875, 0.75, 0.7142857142857143, 0.625]","[0.7142857142857143, 0.7, 0.8571428571428571, 0.8333333333333334, 0.5]","[0.6666666666666666, 0.7777777777777778, 0.8, 0.7692307692307693, 0.5555555555555556]","[0.3779644730092272, 0.5163977794943222, 0.629940788348712, 0.600099198148979, -0.09449111825230681]"
2101,"[0.5163977794943222, 0.5, 0.75, 0.3392857142857143, 0.19642857142857142]",0.4604224130417216,0.18596862859240265,0.08316769904300467,"{'C': 0.12250637038928902, 'kernel': 'linear', 'degree': 4, 'probability': True, 'shrinking': False, 'decision_function_shape': 'ovo'}",round_cv,one_sem,SVC,"[0.75, 0.75, 0.875, 0.6696428571428572, 0.5982142857142857]","[0.75, 0.75, 0.875, 0.6666666666666666, 0.6]","[0.75, 0.75, 0.875, 0.6696428571428572, 0.5982142857142857]","[0.625, 0.75, 0.875, 0.7142857142857143, 0.625]","[0.8333333333333334, 0.75, 0.875, 0.625, 0.625]","[0.7142857142857143, 0.75, 0.875, 0.6666666666666666, 0.625]","[0.5163977794943222, 0.5, 0.75, 0.3392857142857143, 0.19642857142857142]"
2102,"[0.2581988897471611, 0.5, 0.8819171036881969, 0.32732683535398854, 0.7321428571428571]",0.5399171371864407,0.23667187822578262,0.10584288161508044,"{'C': 0.12250637038928902, 'kernel': 'linear', 'degree': 4, 'probability': True, 'shrinking': False, 'decision_function_shape': 'ovo'}",round_cv,one_sem,SVC,"[0.625, 0.75, 0.9375, 0.6607142857142857, 0.8660714285714286]","[0.625, 0.75, 0.9375, 0.6666666666666666, 0.8666666666666667]","[0.625, 0.75, 0.9375, 0.6607142857142857, 0.8660714285714286]","[0.75, 0.75, 0.875, 0.5714285714285714, 0.875]","[0.6, 0.75, 1.0, 0.6666666666666666, 0.875]","[0.6666666666666666, 0.75, 0.9333333333333333, 0.6153846153846154, 0.875]","[0.2581988897471611, 0.5, 0.8819171036881969, 0.32732683535398854, 0.7321428571428571]"
2103,"[0.5163977794943222, 0.1259881576697424, 0.40451991747794525, 0.3392857142857143, 0.32732683535398854]",0.3427036808563425,0.1274398955389098,0.0569928538940949,"{'C': 0.12250637038928902, 'kernel': 'linear', 'degree': 4, 'probability': True, 'shrinking': False, 'decision_function_shape': 'ovo'}",round_cv,one_sem,SVC,"[0.75, 0.5625, 0.6875, 0.6696428571428572, 0.6607142857142857]","[0.75, 0.5625, 0.6875, 0.6666666666666666, 0.6666666666666666]","[0.75, 0.5625, 0.6875, 0.6696428571428572, 0.6607142857142857]","[0.625, 0.625, 0.5, 0.7142857142857143, 0.75]","[0.8333333333333334, 0.5555555555555556, 0.8, 0.625, 0.6666666666666666]","[0.7142857142857143, 0.5882352941176471, 0.6153846153846154, 0.6666666666666666, 0.7058823529411765]","[0.5163977794943222, 0.1259881576697424, 0.40451991747794525, 0.3392857142857143, 0.32732683535398854]"
2104,"[0.2581988897471611, 0.5, 0.5, 0.4642857142857143, 0.19642857142857142]",0.3837826350922894,0.12989728237189976,0.058091830695210595,"{'C': 0.12250637038928902, 'kernel': 'linear', 'degree': 4, 'probability': True, 'shrinking': False, 'decision_function_shape': 'ovo'}",round_cv,one_sem,SVC,"[0.625, 0.75, 0.75, 0.7321428571428572, 0.5982142857142857]","[0.625, 0.75, 0.75, 0.7333333333333333, 0.6]","[0.625, 0.75, 0.75, 0.7321428571428572, 0.5982142857142857]","[0.75, 0.75, 0.75, 0.7142857142857143, 0.625]","[0.6, 0.75, 0.75, 0.7142857142857143, 0.625]","[0.6666666666666666, 0.75, 0.75, 0.7142857142857143, 0.625]","[0.2581988897471611, 0.5, 0.5, 0.4642857142857143, 0.19642857142857142]"
2105,"[0.5163977794943222, 0.2581988897471611, 0.5163977794943222, 0.4642857142857143, 0.21821789023599236]",0.39469961065150244,0.1298008928063327,0.05804872397102467,"{'C': 0.12250637038928902, 'kernel': 'linear', 'degree': 4, 'probability': True, 'shrinking': False, 'decision_function_shape': 'ovo'}",round_cv,one_sem,SVC,"[0.75, 0.625, 0.75, 0.7321428571428572, 0.6071428571428571]","[0.75, 0.625, 0.75, 0.7333333333333333, 0.6]","[0.75, 0.625, 0.75, 0.7321428571428572, 0.6071428571428572]","[0.625, 0.75, 0.625, 0.7142857142857143, 0.5]","[0.8333333333333334, 0.6, 0.8333333333333334, 0.7142857142857143, 0.6666666666666666]","[0.7142857142857143, 0.6666666666666666, 0.7142857142857143, 0.7142857142857143, 0.5714285714285714]","[0.5163977794943222, 0.2581988897471611, 0.5163977794943222, 0.4642857142857143, 0.21821789023599236]"
2106,"[0.2581988897471611, 0.40451991747794525, 0.40451991747794525, 0.21821789023599236, 0.37796447300922725]",0.3326842175896542,0.07876755835924122,0.03522592298258903,"{'C': 0.12250637038928902, 'kernel': 'linear', 'degree': 4, 'probability': True, 'shrinking': False, 'decision_function_shape': 'ovo'}",round_cv,one_sem,SVC,"[0.625, 0.6875, 0.6875, 0.6071428571428572, 0.6785714285714286]","[0.625, 0.6875, 0.6875, 0.6, 0.6666666666666666]","[0.625, 0.6875, 0.6875, 0.6071428571428572, 0.6785714285714286]","[0.75, 0.5, 0.5, 0.7142857142857143, 0.5]","[0.6, 0.8, 0.8, 0.5555555555555556, 0.8]","[0.6666666666666666, 0.6153846153846154, 0.6153846153846154, 0.625, 0.6153846153846154]","[0.2581988897471611, 0.40451991747794525, 0.40451991747794525, 0.21821789023599236, 0.37796447300922725]"
2107,"[0.5163977794943222, 0.5773502691896258, 0.5163977794943222, 0.32732683535398854, 0.05455447255899809]",0.39840542721825145,0.1913903300069924,0.08559235762635056,"{'C': 0.12250637038928902, 'kernel': 'linear', 'degree': 4, 'probability': True, 'shrinking': False, 'decision_function_shape': 'ovo'}",round_cv,one_sem,SVC,"[0.75, 0.75, 0.75, 0.6607142857142857, 0.5267857142857143]","[0.75, 0.75, 0.75, 0.6666666666666666, 0.5333333333333333]","[0.75, 0.75, 0.75, 0.6607142857142857, 0.5267857142857143]","[0.625, 0.5, 0.875, 0.5714285714285714, 0.625]","[0.8333333333333334, 1.0, 0.7, 0.6666666666666666, 0.5555555555555556]","[0.7142857142857143, 0.6666666666666666, 0.7777777777777778, 0.6153846153846154, 0.5882352941176471]","[0.5163977794943222, 0.5773502691896258, 0.5163977794943222, 0.32732683535398854, 0.05455447255899809]"
2108,"[0.5163977794943222, 0.3779644730092272, 0.3779644730092272, 0.3392857142857143, 0.6071428571428571]",0.44375105938826964,0.10153145693611765,0.04540624791275032,"{'C': 0.12250637038928902, 'kernel': 'linear', 'degree': 4, 'probability': True, 'shrinking': False, 'decision_function_shape': 'ovo'}",round_cv,one_sem,SVC,"[0.75, 0.6875, 0.6875, 0.6696428571428572, 0.8035714285714286]","[0.75, 0.6875, 0.6875, 0.6666666666666666, 0.8]","[0.75, 0.6875, 0.6875, 0.6696428571428572, 0.8035714285714286]","[0.625, 0.75, 0.625, 0.7142857142857143, 0.75]","[0.8333333333333334, 0.6666666666666666, 0.7142857142857143, 0.625, 0.8571428571428571]","[0.7142857142857143, 0.7058823529411765, 0.6666666666666666, 0.6666666666666666, 0.8]","[0.5163977794943222, 0.3779644730092272, 0.3779644730092272, 0.3392857142857143, 0.6071428571428571]"
2109,"[0.2581988897471611, 0.1259881576697424, 0.5163977794943222, 0.472455591261534, 0.600099198148979]",0.39462792326434776,0.17543300341727194,0.0784560242275946,"{'C': 0.12250637038928902, 'kernel': 'linear', 'degree': 4, 'probability': True, 'shrinking': False, 'decision_function_shape': 'ovo'}",round_cv,one_sem,SVC,"[0.625, 0.5625, 0.75, 0.7232142857142857, 0.7946428571428572]","[0.625, 0.5625, 0.75, 0.7333333333333333, 0.8]","[0.625, 0.5625, 0.75, 0.7232142857142857, 0.7946428571428572]","[0.75, 0.5, 0.875, 0.5714285714285714, 0.875]","[0.6, 0.5714285714285714, 0.7, 0.8, 0.7777777777777778]","[0.6666666666666666, 0.5333333333333333, 0.7777777777777778, 0.6666666666666666, 0.8235294117647058]","[0.2581988897471611, 0.1259881576697424, 0.5163977794943222, 0.472455591261534, 0.600099198148979]"
2110,"[0.3779644730092272, 0.5163977794943222, 0.629940788348712, 0.600099198148979, -0.09449111825230681]",0.40598222414978674,0.2650618772169196,0.11853927514014699,"{'C': 0.2074133898602159, 'kernel': 'linear', 'degree': 6, 'probability': False, 'shrinking': False, 'decision_function_shape': 'ovo'}",round_cv,validation_score,SVC,"[0.6875, 0.75, 0.8125, 0.7946428571428571, 0.45535714285714285]","[0.6875, 0.75, 0.8125, 0.8, 0.4666666666666667]","[0.6875, 0.75, 0.8125, 0.7946428571428572, 0.45535714285714285]","[0.625, 0.875, 0.75, 0.7142857142857143, 0.625]","[0.7142857142857143, 0.7, 0.8571428571428571, 0.8333333333333334, 0.5]","[0.6666666666666666, 0.7777777777777778, 0.8, 0.7692307692307693, 0.5555555555555556]","[0.3779644730092272, 0.5163977794943222, 0.629940788348712, 0.600099198148979, -0.09449111825230681]"
2111,"[0.5163977794943222, 0.5, 0.75, 0.3392857142857143, 0.19642857142857142]",0.4604224130417216,0.18596862859240265,0.08316769904300467,"{'C': 0.2074133898602159, 'kernel': 'linear', 'degree': 6, 'probability': False, 'shrinking': False, 'decision_function_shape': 'ovo'}",round_cv,validation_score,SVC,"[0.75, 0.75, 0.875, 0.6696428571428572, 0.5982142857142857]","[0.75, 0.75, 0.875, 0.6666666666666666, 0.6]","[0.75, 0.75, 0.875, 0.6696428571428572, 0.5982142857142857]","[0.625, 0.75, 0.875, 0.7142857142857143, 0.625]","[0.8333333333333334, 0.75, 0.875, 0.625, 0.625]","[0.7142857142857143, 0.75, 0.875, 0.6666666666666666, 0.625]","[0.5163977794943222, 0.5, 0.75, 0.3392857142857143, 0.19642857142857142]"
2112,"[0.2581988897471611, 0.5, 0.8819171036881969, 0.32732683535398854, 0.7321428571428571]",0.5399171371864407,0.23667187822578262,0.10584288161508044,"{'C': 0.2074133898602159, 'kernel': 'linear', 'degree': 6, 'probability': False, 'shrinking': False, 'decision_function_shape': 'ovo'}",round_cv,validation_score,SVC,"[0.625, 0.75, 0.9375, 0.6607142857142857, 0.8660714285714286]","[0.625, 0.75, 0.9375, 0.6666666666666666, 0.8666666666666667]","[0.625, 0.75, 0.9375, 0.6607142857142857, 0.8660714285714286]","[0.75, 0.75, 0.875, 0.5714285714285714, 0.875]","[0.6, 0.75, 1.0, 0.6666666666666666, 0.875]","[0.6666666666666666, 0.75, 0.9333333333333333, 0.6153846153846154, 0.875]","[0.2581988897471611, 0.5, 0.8819171036881969, 0.32732683535398854, 0.7321428571428571]"
2113,"[0.5163977794943222, 0.1259881576697424, 0.40451991747794525, 0.3392857142857143, 0.32732683535398854]",0.3427036808563425,0.1274398955389098,0.0569928538940949,"{'C': 0.2074133898602159, 'kernel': 'linear', 'degree': 6, 'probability': False, 'shrinking': False, 'decision_function_shape': 'ovo'}",round_cv,validation_score,SVC,"[0.75, 0.5625, 0.6875, 0.6696428571428572, 0.6607142857142857]","[0.75, 0.5625, 0.6875, 0.6666666666666666, 0.6666666666666666]","[0.75, 0.5625, 0.6875, 0.6696428571428572, 0.6607142857142857]","[0.625, 0.625, 0.5, 0.7142857142857143, 0.75]","[0.8333333333333334, 0.5555555555555556, 0.8, 0.625, 0.6666666666666666]","[0.7142857142857143, 0.5882352941176471, 0.6153846153846154, 0.6666666666666666, 0.7058823529411765]","[0.5163977794943222, 0.1259881576697424, 0.40451991747794525, 0.3392857142857143, 0.32732683535398854]"
2114,"[0.2581988897471611, 0.5, 0.5, 0.4642857142857143, 0.19642857142857142]",0.3837826350922894,0.12989728237189976,0.058091830695210595,"{'C': 0.2074133898602159, 'kernel': 'linear', 'degree': 6, 'probability': False, 'shrinking': False, 'decision_function_shape': 'ovo'}",round_cv,validation_score,SVC,"[0.625, 0.75, 0.75, 0.7321428571428572, 0.5982142857142857]","[0.625, 0.75, 0.75, 0.7333333333333333, 0.6]","[0.625, 0.75, 0.75, 0.7321428571428572, 0.5982142857142857]","[0.75, 0.75, 0.75, 0.7142857142857143, 0.625]","[0.6, 0.75, 0.75, 0.7142857142857143, 0.625]","[0.6666666666666666, 0.75, 0.75, 0.7142857142857143, 0.625]","[0.2581988897471611, 0.5, 0.5, 0.4642857142857143, 0.19642857142857142]"
